order_id,customer_id,order_date,product_id,quantity,unit_price,status
134,1070,2026-08-11,P020,6,354.40,COMPLETED
135,1081,2026-08-08,P008,2,363.43,RETURNED
136,1190,2026-08-25,P031,3,103.86,COMPLETED
137,1050,2026-08-24,P019,5,490.45,COMPLETED
138,1182,2026-08-12,P035,3,158.11,COMPLETED
139,1142,2026-08-09,P019,1,487.40,COMPLETED
140,1004,2026-08-21,P037,8,60.27,COMPLETED
141,1048,2026-08-16,P004,8,225.83,COMPLETED
142,1103,2026-08-16,P032,2,412.84,COMPLETED
143,1145,2026-08-19,P020,1,84.35,COMPLETED
144,1107,2026-08-08,P039,2,283.46,RETURNED
145,1098,2026-08-26,P029,4,390.09,CANCELLED
146,1159,2026-08-10,P004,7,159.64,RETURNED
147,1054,2026-08-24,P041,2,474.32,COMPLETED
148,1045,2026-08-09,P036,2,86.96,COMPLETED
149,1177,2026-08-06,P039,1,210.17,CANCELLED
150,1181,2026-08-10,P019,1,123.42,CANCELLED
151,1161,2026-08-03,P038,4,462.72,COMPLETED
152,1166,2026-08-14,P010,2,276.84,COMPLETED
153,1043,2026-08-27,P020,3,44.99,RETURNED
154,1120,2026-08-24,P045,5,225.19,COMPLETED
155,1129,2026-08-23,P035,7,471.91,CANCELLED
156,1111,2026-08-15,P048,2,303.04,COMPLETED
157,1059,2026-08-20,P044,5,22.67,RETURNED
158,1173,2026-08-19,P018,1,499.79,RETURNED
159,1167,2026-08-02,P029,3,240.55,COMPLETED
160,1126,2026-08-06,P006,7,321.04,CANCELLED
161,1172,2026-08-12,P007,7,173.32,COMPLETED
162,1074,2026-08-11,P043,7,349.90,CANCELLED
163,1081,2026-08-27,P017,1,232.86,COMPLETED
164,1001,2026-08-04,P043,7,433.81,RETURNED
165,1133,2026-08-15,P024,7,36.56,RETURNED
166,1195,2026-08-25,P004,8,316.45,COMPLETED
167,1113,2026-08-09,P045,3,464.56,CANCELLED
168,1156,2026-08-04,P016,1,486.84,COMPLETED
169,1024,2026-08-10,P015,1,280.60,COMPLETED
170,1040,2026-08-15,P032,2,327.38,COMPLETED
171,1124,2026-08-17,P031,5,213.59,COMPLETED
172,1154,2026-08-15,P033,3,197.96,COMPLETED
173,1107,2026-08-03,P022,5,388.61,RETURNED
174,1077,2026-08-09,P038,1,148.59,RETURNED
175,1115,2026-08-22,P035,8,433.98,CANCELLED
176,1140,2026-08-12,P025,6,280.44,CANCELLED
177,1062,2026-08-11,P037,4,490.58,CANCELLED
178,1191,2026-08-08,P031,7,31.39,CANCELLED
179,1010,2026-08-13,P009,3,252.71,RETURNED
180,1113,2026-08-19,P007,6,436.15,RETURNED
181,1105,2026-08-15,P042,1,364.00,COMPLETED
182,1068,2026-08-03,P022,8,392.95,RETURNED
183,1085,2026-08-23,P044,7,328.42,RETURNED
184,1195,2026-08-13,P032,6,317.13,RETURNED
185,1176,2026-08-02,P019,2,125.04,COMPLETED
186,1026,2026-08-24,P049,2,222.65,COMPLETED
187,1008,2026-08-15,P003,3,350.06,COMPLETED
188,1096,2026-08-26,P028,1,153.75,COMPLETED
189,1047,2026-08-08,P011,7,287.30,COMPLETED
190,1062,2026-08-03,P032,7,313.66,RETURNED
191,1066,2026-08-05,P030,4,235.96,COMPLETED
192,1120,2026-08-22,P019,1,450.47,RETURNED
193,1089,2026-08-06,P038,2,226.45,COMPLETED
194,1117,2026-08-21,P020,7,348.25,COMPLETED
195,1098,2026-08-13,P037,8,62.26,COMPLETED
196,1076,2026-08-19,P002,5,496.42,CANCELLED
197,1176,2026-08-09,P050,1,287.31,COMPLETED
198,1074,2026-08-20,P050,8,418.09,COMPLETED
199,1049,2026-08-20,P040,6,117.31,COMPLETED
200,1161,2026-08-22,P042,0,317.84,COMPLETED
201,1094,2026-08-10,P047,8,26.35,COMPLETED
202,1107,2026-08-03,P012,5,170.09,COMPLETED
203,1070,2026-08-05,P011,6,270.12,COMPLETED
204,1076,2026-08-27,P048,8,484.02,COMPLETED
205,1020,2026-08-26,P010,2,239.48,COMPLETED
206,1143,2026-08-22,P024,7,483.96,COMPLETED
207,1138,2026-08-26,P008,7,16.82,CANCELLED
208,1164,2026-08-12,P024,5,296.43,COMPLETED
209,1159,2026-08-22,P036,4,241.02,COMPLETED
210,1163,2026-08-20,P030,4,327.35,COMPLETED
211,1012,2026-08-21,P003,7,67.17,COMPLETED
212,1138,2026-08-16,P009,2,57.62,CANCELLED
213,1191,2026-08-15,P045,6,338.54,RETURNED
214,1168,2026-08-14,P007,3,443.85,CANCELLED
215,1072,2026-08-20,P003,7,470.14,COMPLETED
216,1061,2026-08-07,P024,8,227.90,COMPLETED
217,1166,2026-08-22,P023,6,276.79,COMPLETED
218,1032,2026-08-13,P030,5,103.01,COMPLETED
219,1153,2026-08-22,P002,4,324.44,COMPLETED
220,1033,2026-08-26,P037,6,129.35,COMPLETED
221,1060,2026-08-03,P022,4,297.33,COMPLETED
222,1038,2026-08-26,P009,1,145.86,RETURNED
223,1007,2026-08-09,P009,3,63.86,COMPLETED
224,1005,2026-08-12,P012,4,298.54,COMPLETED
225,1135,2026-08-02,P008,3,373.44,COMPLETED
226,1132,2026-08-16,P038,8,391.23,COMPLETED
227,1012,2026-08-15,P047,4,473.25,RETURNED
228,1008,2026-08-10,P004,8,325.24,CANCELLED
229,1126,2026-08-13,P046,7,346.19,CANCELLED
230,1038,2026-08-03,P005,2,167.83,COMPLETED
231,1153,2026-08-09,P034,6,196.64,COMPLETED
232,1180,2026-08-15,P008,7,58.60,RETURNED
233,1059,2026-08-24,P027,4,220.73,COMPLETED
234,1187,2026-08-27,P007,8,205.38,COMPLETED
235,1096,2026-08-14,P010,6,335.90,CANCELLED
236,1024,2026-08-03,P028,2,417.57,COMPLETED
237,1143,2026-08-24,P004,6,407.77,RETURNED
238,1106,2026-08-18,P023,6,338.31,CANCELLED
239,1154,2026-08-24,P020,1,484.52,COMPLETED
240,1124,2026-08-04,P015,4,85.82,COMPLETED
241,1072,2026-08-12,P037,6,66.29,COMPLETED
242,1197,2026-08-26,P040,7,424.13,RETURNED
243,1169,2026-08-22,P045,1,308.41,COMPLETED
244,1196,2026-08-01,P020,3,143.90,COMPLETED
245,1037,2026-08-12,P037,1,98.89,CANCELLED
246,1008,2026-08-03,P006,3,373.07,RETURNED
247,1088,2026-08-07,P011,7,215.72,COMPLETED
248,1146,2026-08-10,P039,6,390.65,COMPLETED
249,1159,2026-08-02,P004,3,87.13,COMPLETED
250,1125,2026-08-09,P039,8,334.35,CANCELLED
251,1132,2026-08-14,P008,5,115.63,COMPLETED
252,1174,2026-08-14,P038,2,148.79,CANCELLED
253,1102,2026-08-17,P039,5,32.25,COMPLETED
254,1055,2026-08-01,P050,4,157.70,COMPLETED
255,1031,2026-08-25,P001,5,151.83,CANCELLED
256,1098,2026-08-24,P035,7,96.09,COMPLETED
257,1190,2026-08-17,P003,6,45.32,CANCELLED
258,1081,2026-08-01,P037,8,461.37,CANCELLED
259,1107,2026-08-19,P019,7,357.65,COMPLETED
260,1044,2026-08-13,P040,1,483.44,CANCELLED
261,1028,2026-08-27,P016,6,53.18,CANCELLED
262,1102,2026-08-19,P020,7,266.74,COMPLETED
263,1020,2026-08-08,P033,6,391.77,COMPLETED
264,1090,2026-08-17,P023,4,453.90,COMPLETED
265,1051,2026-08-08,P012,2,81.76,RETURNED
266,1198,2026-08-05,P041,2,96.80,CANCELLED
267,1145,2026-08-15,P042,8,343.76,RETURNED
268,1018,2026-08-11,P031,6,83.97,CANCELLED
269,1152,2026-08-21,P004,5,400.20,COMPLETED
270,1116,2026-08-17,P003,2,162.10,COMPLETED
271,1024,2026-08-12,P040,5,47.60,RETURNED
272,1142,2026-08-17,P048,7,236.73,COMPLETED
273,1122,2026-08-15,P033,4,167.55,COMPLETED
274,1088,2026-08-02,P046,8,60.72,COMPLETED
275,1182,2026-08-17,P029,3,29.18,CANCELLED
276,1073,2026-08-17,P025,3,188.31,CANCELLED
277,1014,2026-08-25,P041,6,342.66,COMPLETED
278,1174,2026-08-03,P025,6,56.31,COMPLETED
279,1150,2026-08-09,P043,3,173.35,COMPLETED
280,1179,2026-08-12,P043,5,484.17,CANCELLED
281,1097,2026-08-05,P042,2,161.70,COMPLETED
282,1190,2026-08-27,P044,3,338.36,RETURNED
283,1005,2026-08-03,P024,7,259.16,COMPLETED
284,1197,2026-08-06,P032,4,177.45,COMPLETED
285,1076,2026-08-08,P007,3,85.92,RETURNED
286,1197,2026-08-25,P040,1,334.35,COMPLETED
287,1047,2026-08-20,P045,7,85.58,RETURNED
288,1012,2026-08-26,P027,3,363.38,COMPLETED
289,1157,2026-08-22,P019,4,485.10,CANCELLED
290,1121,2026-08-08,P013,4,161.64,COMPLETED
291,1073,2026-08-22,P050,8,236.22,CANCELLED
292,1052,2026-08-17,P039,7,483.47,COMPLETED
293,1096,2026-08-09,P036,1,324.18,COMPLETED
294,1196,2026-08-23,P011,2,149.68,COMPLETED
295,1024,2026-08-15,P015,3,417.21,CANCELLED
296,1102,2026-08-12,P033,1,213.30,COMPLETED
297,1096,2026-08-08,P015,7,497.32,COMPLETED
298,1167,2026-08-11,P022,2,421.20,COMPLETED
299,1121,2026-08-05,P045,1,150.57,COMPLETED
300,1002,2026-08-25,P006,8,-10.00,COMPLETED
301,1141,2026-08-09,P047,4,419.13,RETURNED
302,1074,2026-08-17,P016,7,64.48,COMPLETED
303,1164,2026-08-04,P040,1,126.84,CANCELLED
304,1128,2026-08-03,P039,2,419.98,RETURNED
305,1075,2026-08-01,P028,4,362.09,COMPLETED
306,1107,2026-08-20,P012,6,127.88,COMPLETED
307,1135,2026-08-17,P035,6,43.16,RETURNED
308,1121,2026-08-26,P003,1,201.32,CANCELLED
309,1092,2026-08-12,P005,5,376.19,COMPLETED
310,1189,2026-08-08,P049,2,388.04,COMPLETED
311,1087,2026-08-05,P042,1,182.63,COMPLETED
312,1123,2026-08-27,P041,8,490.60,COMPLETED
313,1199,2026-08-26,P030,3,40.92,COMPLETED
314,1052,2026-08-10,P003,4,31.47,COMPLETED
315,1140,2026-08-10,P031,7,494.67,COMPLETED
316,1200,2026-08-02,P004,4,150.19,COMPLETED
317,1112,2026-08-09,P026,2,401.68,CANCELLED
318,1128,2026-08-13,P045,6,487.12,CANCELLED
319,1187,2026-08-12,P028,5,402.56,COMPLETED
320,1083,2026-08-14,P007,3,277.28,COMPLETED
321,1155,2026-08-11,P046,5,160.18,CANCELLED
322,1011,2026-08-06,P047,8,182.26,COMPLETED
323,1015,2026-08-20,P005,7,144.53,CANCELLED
324,1037,2026-08-12,P039,3,476.87,CANCELLED
325,1200,2026-08-02,P042,3,42.94,COMPLETED
326,1009,2026-08-12,P039,7,475.24,COMPLETED
327,1096,2026-08-22,P029,8,474.92,COMPLETED
328,1102,2026-08-19,P021,3,269.44,COMPLETED
329,1048,2026-08-08,P032,2,22.70,RETURNED
330,1067,2026-08-13,P046,2,138.27,CANCELLED
331,1126,2026-08-07,P013,5,350.05,COMPLETED
332,1183,2026-08-05,P029,2,231.50,COMPLETED
333,1182,2026-08-26,P005,6,337.24,RETURNED
334,1041,2026-08-18,P046,5,446.75,COMPLETED
335,1032,2026-08-26,P013,6,259.29,COMPLETED
336,1142,2026-08-08,P037,8,22.88,COMPLETED
337,1023,2026-08-15,P005,3,309.85,COMPLETED
338,1197,2026-08-13,P027,8,267.59,RETURNED
339,1165,2026-08-03,P005,3,486.47,CANCELLED
340,1200,2026-08-15,P036,6,72.88,RETURNED
341,1015,2026-08-06,P008,3,221.98,RETURNED
342,1083,2026-08-05,P046,5,90.68,COMPLETED
343,1065,2026-08-12,P013,5,424.51,RETURNED
344,1158,2026-08-09,P035,3,316.26,COMPLETED
345,1149,2026-08-17,P010,3,299.99,COMPLETED
346,1145,2026-08-22,P003,6,422.84,COMPLETED
347,1198,2026-08-03,P037,1,474.79,COMPLETED
348,1107,2026-08-21,P040,4,385.81,COMPLETED
349,1078,2026-08-16,P031,5,324.53,COMPLETED
350,1019,2026-08-26,P045,7,155.74,COMPLETED
351,1119,2026-08-06,P014,8,213.65,COMPLETED
352,1184,2026-08-20,P021,3,163.17,COMPLETED
353,1132,2026-08-13,P036,3,382.73,COMPLETED
354,1069,2026-08-11,P029,4,238.57,COMPLETED
355,1099,2026-08-05,P040,2,34.80,CANCELLED
356,1148,2026-08-08,P047,3,408.60,COMPLETED
357,1132,2026-08-07,P030,3,254.15,CANCELLED
358,1101,2026-08-10,P033,8,21.36,CANCELLED
359,1013,2026-08-08,P004,4,295.84,COMPLETED
360,1003,2026-08-16,P007,8,150.02,CANCELLED
361,1196,2026-08-05,P026,5,366.48,COMPLETED
362,1144,2026-08-02,P013,7,35.07,COMPLETED
363,1130,2026-08-18,P029,5,46.03,RETURNED
364,1025,2026-08-09,P026,2,73.05,COMPLETED
365,1094,2026-08-26,P049,6,283.34,COMPLETED
366,1012,2026-08-07,P003,7,255.04,COMPLETED
367,1133,2026-08-23,P030,6,403.94,COMPLETED
368,1157,2026-08-20,P021,3,170.70,COMPLETED
369,1130,2026-08-13,P033,5,300.93,RETURNED
370,1005,2026-08-16,P024,5,242.70,COMPLETED
371,1150,2026-08-22,P020,2,490.15,COMPLETED
372,1168,2026-08-20,P050,8,140.11,RETURNED
373,1150,2026-08-19,P031,4,363.49,COMPLETED
374,1175,2026-08-17,P016,7,82.41,COMPLETED
375,1113,2026-08-19,P021,2,103.48,CANCELLED
376,1106,2026-08-05,P033,7,348.35,RETURNED
377,1133,2026-08-16,P014,1,355.83,RETURNED
378,1081,2026-08-11,P012,8,267.48,CANCELLED
379,1174,2026-08-18,P050,6,277.67,COMPLETED
380,1064,2026-08-20,P018,8,104.21,RETURNED
381,1077,2026-08-10,P050,4,471.33,COMPLETED
382,1126,2026-08-23,P021,4,348.22,CANCELLED
383,1147,2026-08-12,P044,5,151.02,RETURNED
384,1198,2026-08-13,P010,7,411.00,COMPLETED
385,1021,2026-08-02,P023,5,478.10,CANCELLED
386,1055,2026-08-21,P013,5,376.20,RETURNED
387,1158,2026-08-09,P048,5,77.26,RETURNED
388,1136,2026-08-08,P015,4,34.88,COMPLETED
389,1184,2026-08-02,P031,2,212.52,COMPLETED
390,1141,2026-08-22,P011,3,12.54,CANCELLED
391,1052,2026-08-21,P049,8,243.95,COMPLETED
392,1197,2026-08-11,P006,5,326.49,RETURNED
393,1045,2026-08-08,P027,1,457.48,COMPLETED
394,1048,2026-08-02,P048,7,396.10,COMPLETED
395,1155,2026-08-02,P007,1,156.21,COMPLETED
396,1140,2026-08-10,P034,8,494.66,CANCELLED
397,1029,2026-08-05,P022,8,143.69,COMPLETED
398,1184,2026-08-24,P012,8,327.66,COMPLETED
399,1146,2026-08-24,P044,6,397.48,COMPLETED
400,1132,2026-08-06,P021,7,415.23, completed 
401,1036,2026-08-13,P031,2,100.54,COMPLETED
402,1061,2026-08-08,P029,1,137.78,COMPLETED
403,1147,2026-08-11,P001,5,295.41,COMPLETED
404,1016,2026-08-21,P043,6,349.46,COMPLETED
405,1176,2026-08-15,P033,5,88.26,COMPLETED
406,1076,2026-08-23,P024,2,322.97,RETURNED
407,1123,2026-08-08,P010,4,479.11,CANCELLED
408,1141,2026-08-24,P031,6,213.76,RETURNED
409,1175,2026-08-26,P049,4,383.31,RETURNED
410,1136,2026-08-26,P046,2,267.50,COMPLETED
411,1141,2026-08-03,P033,2,40.26,COMPLETED
412,1134,2026-08-19,P029,3,90.62,COMPLETED
413,1126,2026-08-22,P006,4,361.29,RETURNED
414,1132,2026-08-15,P027,1,232.18,CANCELLED
415,1173,2026-08-19,P020,1,283.81,COMPLETED
416,1191,2026-08-13,P014,5,410.06,RETURNED
417,1180,2026-08-03,P005,1,217.61,RETURNED
418,1121,2026-08-02,P003,2,493.21,COMPLETED
419,1197,2026-08-14,P042,3,386.80,CANCELLED
420,1097,2026-08-12,P025,7,229.78,COMPLETED
421,1090,2026-08-22,P008,3,330.23,COMPLETED
422,1187,2026-08-18,P015,7,269.13,COMPLETED
423,1119,2026-08-25,P044,1,489.46,RETURNED
424,1064,2026-08-14,P030,7,413.45,COMPLETED
425,1186,2026-08-05,P049,5,102.36,COMPLETED
426,1005,2026-08-02,P016,7,311.31,COMPLETED
427,1115,2026-08-03,P039,2,301.03,COMPLETED
428,1060,2026-08-08,P035,1,207.11,COMPLETED
429,1075,2026-08-25,P015,1,78.67,RETURNED
430,1037,2026-08-11,P043,6,126.08,RETURNED
431,1016,2026-08-08,P036,7,157.25,RETURNED
432,1110,2026-08-24,P036,3,316.74,CANCELLED
433,1172,2026-08-02,P025,6,471.38,RETURNED
434,1077,2026-08-11,P025,7,210.05,COMPLETED
435,1058,2026-08-25,P020,8,128.07,COMPLETED
436,1144,2026-08-26,P027,8,458.22,CANCELLED
437,1066,2026-08-18,P014,3,200.33,COMPLETED
438,1095,2026-08-21,P006,2,461.89,RETURNED
439,1097,2026-08-24,P044,4,35.25,RETURNED
440,1049,2026-08-20,P049,1,438.07,RETURNED
441,1086,2026-08-24,P020,4,244.90,COMPLETED
442,1031,2026-08-07,P048,4,481.42,CANCELLED
443,1062,2026-08-08,P036,4,204.35,COMPLETED
444,1137,2026-08-25,P042,5,196.52,COMPLETED
445,1128,2026-08-10,P030,5,186.23,COMPLETED
446,1082,2026-08-26,P014,8,383.20,COMPLETED
447,1057,2026-08-11,P048,7,32.40,COMPLETED
448,1150,2026-08-01,P038,5,281.12,CANCELLED
449,1059,2026-08-10,P025,3,106.13,RETURNED
450,1168,2026-08-27,P044,4,254.66,COMPLETED
451,1165,2026-08-09,P048,8,483.59,CANCELLED
452,1091,2026-08-15,P011,3,369.06,COMPLETED
453,1139,2026-08-24,P042,8,100.18,COMPLETED
454,1020,2026-08-17,P043,1,421.14,COMPLETED
455,1162,2026-08-25,P015,1,212.07,COMPLETED
456,1130,2026-08-23,P030,3,14.48,COMPLETED
457,1005,2026-08-02,P001,8,333.05,RETURNED
458,1136,2026-08-18,P047,7,15.81,COMPLETED
459,1179,2026-08-18,P044,5,18.40,CANCELLED
460,1025,2026-08-26,P034,3,62.44,COMPLETED
461,1065,2026-08-08,P023,4,313.69,COMPLETED
462,1104,2026-08-26,P030,7,48.72,RETURNED
463,1021,2026-08-08,P042,4,156.99,COMPLETED
464,1142,2026-08-03,P031,7,195.84,COMPLETED
465,1022,2026-08-21,P032,1,354.39,CANCELLED
466,1025,2026-08-21,P034,6,287.27,COMPLETED
467,1178,2026-08-08,P037,4,451.62,CANCELLED
468,1176,2026-08-09,P018,1,462.84,RETURNED
469,1081,2026-08-19,P002,1,97.88,COMPLETED
470,1183,2026-08-19,P026,3,378.60,COMPLETED
471,1146,2026-08-10,P025,3,286.34,RETURNED
472,1036,2026-08-11,P045,7,380.25,COMPLETED
473,1112,2026-08-17,P015,6,36.31,COMPLETED
474,1084,2026-08-11,P002,7,484.77,COMPLETED
475,1092,2026-08-26,P036,8,250.40,CANCELLED
476,1170,2026-08-14,P025,3,343.05,COMPLETED
477,1183,2026-08-25,P005,5,401.05,COMPLETED
478,1163,2026-08-09,P010,3,196.20,CANCELLED
479,1002,2026-08-11,P020,6,62.21,CANCELLED
480,1023,2026-08-12,P012,5,60.09,CANCELLED
481,1023,2026-08-15,P023,7,60.61,RETURNED
482,1004,2026-08-03,P019,6,433.22,CANCELLED
483,1144,2026-08-13,P016,2,365.17,RETURNED
484,1044,2026-08-17,P009,3,345.80,COMPLETED
485,1017,2026-08-10,P011,5,251.63,CANCELLED
486,1020,2026-08-09,P024,7,156.88,COMPLETED
487,1051,2026-08-08,P030,8,300.97,COMPLETED
488,1102,2026-08-05,P022,5,13.32,RETURNED
489,1111,2026-08-13,P042,6,225.71,RETURNED
490,1178,2026-08-05,P013,5,167.13,CANCELLED
491,1082,2026-08-11,P019,3,482.64,CANCELLED
492,1072,2026-08-19,P026,4,169.68,COMPLETED
493,1140,2026-08-04,P012,4,300.19,RETURNED
494,1054,2026-08-01,P029,8,472.06,COMPLETED
495,1105,2026-08-27,P044,2,411.29,CANCELLED
496,1169,2026-08-05,P010,5,128.59,CANCELLED
497,1154,2026-08-26,P031,7,46.24,RETURNED
498,1093,2026-08-13,P045,7,276.39,RETURNED
499,1064,2026-08-20,P043,2,63.59,COMPLETED
499,1064,2026-08-20,P043,2,63.59,COMPLETED
501,1111,2026-08-25,P007,6,483.20,COMPLETED
