order_id,customer_id,order_date,product_id,quantity,unit_price,status
10097,1188,2026-08-11,P001,4,463.93,COMPLETED
10098,1189,2026-08-24,P023,3,330.63,COMPLETED
10099,1047,2026-08-20,P041,6,431.72,COMPLETED
10100,1125,2026-08-13,P043,4,232.67,COMPLETED
10101,1041,2026-08-04,P020,3,410.40,COMPLETED
10102,1032,2026-08-17,P015,8,405.28,COMPLETED
10103,1090,2026-08-24,P008,2,40.63,CANCELLED
10104,1051,2026-08-08,P027,4,188.77,COMPLETED
10105,1023,2026-08-10,P022,3,70.92,CANCELLED
10106,1142,2026-08-19,P032,5,162.62,RETURNED
10107,1018,2026-08-16,P015,2,234.23,COMPLETED
10108,1179,2026-08-22,P043,4,180.78,RETURNED
10109,1090,2026-08-22,P018,2,457.36,RETURNED
10110,1041,2026-08-25,P047,3,172.09,CANCELLED
10111,1051,2026-08-07,P044,7,395.17,COMPLETED
10112,1040,2026-08-04,P001,7,50.40,RETURNED
10113,1108,2026-08-20,P043,3,467.33,RETURNED
10114,1040,2026-08-22,P043,8,283.59,CANCELLED
10115,1057,2026-08-16,P026,6,60.42,CANCELLED
10116,1152,2026-08-26,P029,3,33.10,COMPLETED
10117,1152,2026-08-02,P007,7,194.00,COMPLETED
10118,1189,2026-08-24,P026,6,483.25,RETURNED
10119,1108,2026-08-11,P019,5,152.74,RETURNED
10120,1022,2026-08-08,P006,4,58.68,COMPLETED
10121,1008,2026-08-13,P011,6,162.97,CANCELLED
10122,1011,2026-08-24,P026,3,58.70,COMPLETED
10123,1105,2026-08-23,P016,4,377.60,COMPLETED
10124,1141,2026-08-08,P021,6,372.45,COMPLETED
10125,1091,2026-08-05,P026,2,219.49,COMPLETED
10126,1189,2026-08-07,P016,1,419.89,RETURNED
10127,1172,2026-08-17,P019,8,48.48,RETURNED
10128,1079,2026-08-10,P013,6,477.08,COMPLETED
10129,1087,2026-08-01,P044,8,326.41,CANCELLED
10130,1075,2026-08-24,P008,8,239.75,COMPLETED
10131,1129,2026-08-14,P014,6,435.23,COMPLETED
10132,1045,2026-08-13,P024,4,108.31,COMPLETED
10133,1051,2026-08-26,P003,4,355.84,COMPLETED
10134,1130,2026-08-15,P025,6,237.03,CANCELLED
10135,1048,2026-08-02,P022,8,499.82,COMPLETED
10136,1012,2026-08-15,P025,7,219.56,RETURNED
10137,1093,2026-08-21,P046,6,19.45,COMPLETED
10138,1108,2026-08-14,P033,2,474.80,RETURNED
10139,1189,2026-08-14,P014,6,179.61,COMPLETED
10140,1028,2026-08-13,P042,5,253.26,COMPLETED
10141,1004,2026-08-03,P044,3,339.52,COMPLETED
10142,1132,2026-08-07,P014,7,264.99,COMPLETED
10143,1002,2026-08-19,P005,7,34.54,RETURNED
10144,1132,2026-08-22,P032,3,13.79,COMPLETED
10145,1142,2026-08-13,P008,4,270.27,RETURNED
10146,1145,2026-08-07,P007,3,243.61,RETURNED
10147,1028,2026-08-19,P040,4,283.93,RETURNED
10148,1086,2026-08-16,P001,3,57.20,COMPLETED
10149,1093,2026-08-17,P030,2,238.02,CANCELLED
10150,1009,2026-08-24,P034,1,60.25,CANCELLED
10151,1082,2026-08-23,P048,8,345.00,COMPLETED
10152,1153,2026-08-05,P006,7,74.27,COMPLETED
10153,1028,2026-08-05,P026,4,92.35,CANCELLED
10154,1126,2026-08-11,P013,2,248.87,COMPLETED
10155,1197,2026-08-07,P030,2,424.42,COMPLETED
10156,1084,2026-08-19,P009,4,66.70,CANCELLED
10157,1089,2026-08-22,P022,7,402.05,RETURNED
10158,1095,2026-08-08,P005,8,217.31,COMPLETED
10159,1193,2026-08-17,P028,3,167.04,COMPLETED
10160,1029,2026-08-04,P030,7,115.10,COMPLETED
10161,1065,2026-08-16,P035,2,385.96,COMPLETED
10162,1189,2026-08-14,P013,3,272.15,COMPLETED
10163,1007,2026-08-04,P013,4,394.26,COMPLETED
10164,1122,2026-08-10,P020,7,16.06,RETURNED
10165,1078,2026-08-14,P042,8,169.62,COMPLETED
10166,1065,2026-08-14,P035,6,159.24,COMPLETED
10167,1143,2026-08-04,P043,8,116.66,COMPLETED
10168,1084,2026-08-04,P033,3,448.20,RETURNED
10169,1011,2026-08-16,P050,8,146.95,COMPLETED
10170,1088,2026-08-02,P005,4,387.07,COMPLETED
10171,1140,2026-08-10,P046,7,192.97,CANCELLED
10172,1110,2026-08-11,P045,7,313.63,COMPLETED
10173,1076,2026-08-18,P031,8,396.71,CANCELLED
10174,1043,2026-08-03,P022,4,160.88,COMPLETED
10175,1023,2026-08-21,P002,4,139.17,CANCELLED
10176,1035,2026-08-12,P040,8,415.23,RETURNED
10177,1094,2026-08-15,P027,7,421.05,COMPLETED
10178,1128,2026-08-23,P041,1,439.58,COMPLETED
10179,1097,2026-08-08,P029,4,114.86,CANCELLED
10180,1025,2026-08-15,P003,5,162.58,RETURNED
10181,1032,2026-08-09,P048,4,296.85,COMPLETED
10182,1015,2026-08-17,P001,3,493.26,COMPLETED
10183,1189,2026-08-22,P016,5,27.23,COMPLETED
10184,1176,2026-08-24,P008,3,243.90,CANCELLED
10185,1014,2026-08-07,P014,3,409.61,COMPLETED
10186,1102,2026-08-22,P019,1,224.20,CANCELLED
10187,1129,2026-08-23,P018,6,57.26,CANCELLED
10188,1165,2026-08-17,P040,8,360.91,CANCELLED
10189,1129,2026-08-17,P041,5,181.33,CANCELLED
10190,1149,2026-08-20,P031,6,237.97,COMPLETED
10191,1023,2026-08-04,P030,5,438.16,RETURNED
10192,1166,2026-08-27,P040,5,214.20,COMPLETED
10193,1164,2026-08-13,P046,3,401.96,RETURNED
10194,1138,2026-08-26,P042,6,57.25,COMPLETED
10195,1102,2026-08-05,P026,8,338.60,RETURNED
10196,1006,2026-08-14,P015,5,81.59,COMPLETED
10197,1059,2026-08-13,P004,6,39.63,COMPLETED
10198,1070,2026-08-05,P049,5,55.95,COMPLETED
10199,1096,2026-08-02,P007,8,498.87,COMPLETED
10200,1145,2026-08-07,P019,6,97.11,RETURNED
10201,1064,2026-08-12,P046,8,224.25,RETURNED
10202,1139,2026-08-14,P018,2,496.97,RETURNED
10203,1198,2026-08-06,P021,8,36.33,COMPLETED
10204,1102,2026-08-17,P005,7,275.95,COMPLETED
10205,1097,2026-08-23,P010,8,211.48,COMPLETED
10206,1162,2026-08-21,P021,4,174.28,CANCELLED
10207,1185,2026-08-25,P015,2,496.57,COMPLETED
10208,1132,2026-08-12,P041,4,467.91,COMPLETED
10209,1165,2026-08-22,P037,5,283.65,RETURNED
10210,1017,2026-08-23,P012,6,130.06,COMPLETED
10211,1011,2026-08-02,P020,6,292.72,COMPLETED
10212,1072,2026-08-25,P007,1,435.15,CANCELLED
10213,1065,2026-08-02,P012,4,208.18,COMPLETED
10214,1056,2026-08-26,P005,8,364.19,COMPLETED
10215,1075,2026-08-10,P041,3,162.55,CANCELLED
10216,1101,2026-08-04,P011,8,436.85,COMPLETED
10217,1121,2026-08-25,P039,8,394.00,COMPLETED
10218,1165,2026-08-24,P040,3,481.29,COMPLETED
10219,1127,2026-08-04,P009,1,409.67,CANCELLED
10220,1088,2026-08-09,P006,3,49.64,CANCELLED
10221,1188,2026-08-25,P032,6,492.44,RETURNED
10222,1037,2026-08-14,P018,4,49.29,COMPLETED
10223,1021,2026-08-22,P040,5,297.52,CANCELLED
10224,1102,2026-08-23,P026,6,55.11,COMPLETED
10225,1124,2026-08-16,P004,2,145.41,CANCELLED
10226,1112,2026-08-11,P011,7,391.65,COMPLETED
10227,1115,2026-08-15,P030,6,351.19,COMPLETED
10228,1017,2026-08-22,P037,8,70.26,RETURNED
10229,1168,2026-08-19,P039,4,428.59,COMPLETED
10230,1123,2026-08-16,P001,7,363.44,CANCELLED
10231,1044,2026-08-21,P042,1,10.71,CANCELLED
10232,1189,2026-08-19,P018,7,389.69,COMPLETED
10233,1075,2026-08-11,P013,3,226.80,COMPLETED
10234,1140,2026-08-23,P032,1,117.51,RETURNED
10235,1074,2026-08-21,P028,1,215.82,COMPLETED
10236,1023,2026-08-27,P043,5,371.52,RETURNED
10237,1131,2026-08-14,P032,5,304.52,COMPLETED
10238,1002,2026-08-20,P014,4,352.40,RETURNED
10239,1104,2026-08-05,P033,3,195.26,CANCELLED
10240,1096,2026-08-01,P048,4,240.51,CANCELLED
10241,1074,2026-08-18,P021,6,395.20,CANCELLED
10242,1055,2026-08-23,P001,7,444.54,RETURNED
10243,1108,2026-08-05,P019,5,376.15,COMPLETED
10244,1039,2026-08-01,P012,2,119.02,COMPLETED
10245,1020,2026-08-15,P009,6,19.34,COMPLETED
10246,1062,2026-08-14,P045,7,159.90,COMPLETED
10247,1081,2026-08-24,P024,1,290.28,CANCELLED
10248,1146,2026-08-08,P010,2,150.37,CANCELLED
10249,1169,2026-08-14,P017,3,81.29,CANCELLED
10250,1143,2026-08-15,P010,7,11.20,RETURNED
10251,1016,2026-08-02,P004,8,481.28,COMPLETED
10252,1184,2026-08-09,P034,6,267.55,CANCELLED
10253,1168,2026-08-09,P038,2,318.19,COMPLETED
10254,1155,2026-08-20,P016,7,310.18,COMPLETED
10255,1051,2026-08-25,P047,4,130.43,COMPLETED
10256,1142,2026-08-17,P033,8,411.28,COMPLETED
10257,1136,2026-08-18,P010,7,265.78,COMPLETED
10258,1054,2026-08-17,P036,2,480.20,CANCELLED
10259,1097,2026-08-18,P023,2,456.41,COMPLETED
10260,1010,2026-08-24,P032,3,132.24,RETURNED
10261,1126,2026-08-27,P015,4,245.16,COMPLETED
10262,1134,2026-08-05,P002,2,294.08,CANCELLED
10263,1153,2026-08-17,P026,5,462.56,COMPLETED
10264,1075,2026-08-22,P012,4,465.48,RETURNED
10265,1102,2026-08-27,P030,6,38.18,COMPLETED
10266,1162,2026-08-24,P028,3,210.08,COMPLETED
10267,1116,2026-08-18,P026,2,450.15,CANCELLED
10268,1138,2026-08-15,P027,8,405.20,CANCELLED
10269,1124,2026-08-22,P005,4,353.60,RETURNED
10270,1148,2026-08-03,P029,1,185.85,COMPLETED
10271,1093,2026-08-14,P014,4,116.43,CANCELLED
10272,1041,2026-08-09,P017,1,337.63,COMPLETED
10273,1061,2026-08-13,P016,2,37.11,COMPLETED
10274,1100,2026-08-09,P023,8,254.07,COMPLETED
10275,1029,2026-08-17,P040,5,392.16,RETURNED
10276,1021,2026-08-27,P014,7,379.60,COMPLETED
10277,1061,2026-08-19,P024,5,20.50,CANCELLED
10278,1053,2026-08-06,P039,5,238.88,RETURNED
10279,1102,2026-08-12,P043,8,385.08,RETURNED
10280,1036,2026-08-11,P036,1,15.51,COMPLETED
10281,1183,2026-08-27,P045,4,258.98,COMPLETED
10282,1160,2026-08-17,P038,1,23.24,RETURNED
10283,1180,2026-08-14,P037,7,450.70,COMPLETED
10284,1081,2026-08-26,P045,5,325.99,COMPLETED
10285,1158,2026-08-11,P002,2,436.90,COMPLETED
10286,1089,2026-08-17,P047,8,376.34,RETURNED
10287,1074,2026-08-16,P021,6,143.88,COMPLETED
10288,1101,2026-08-13,P007,5,313.12,COMPLETED
10289,1147,2026-08-16,P039,8,363.58,CANCELLED
10290,1037,2026-08-15,P045,3,83.25,CANCELLED
10291,1022,2026-08-10,P049,7,367.93,COMPLETED
10292,1003,2026-08-08,P010,4,475.40,CANCELLED
10293,1094,2026-08-01,P048,3,235.51,COMPLETED
10294,1157,2026-08-16,P031,7,404.42,CANCELLED
10295,1178,2026-08-23,P003,4,429.63,COMPLETED
10296,1142,2026-08-04,P025,5,185.59,RETURNED
10297,1112,2026-08-22,P034,1,67.34,COMPLETED
10298,1002,2026-08-05,P004,1,254.00,COMPLETED
10299,1094,2026-08-13,P034,2,475.95,COMPLETED
10300,1170,2026-08-19,P011,4,434.65,COMPLETED
10301,1112,2026-08-09,P022,5,166.22,COMPLETED
10302,1078,2026-08-07,P048,3,72.31,RETURNED
10303,1022,2026-08-20,P013,5,147.02,RETURNED
10304,1115,2026-08-26,P026,6,331.42,RETURNED
10305,1014,2026-08-20,P016,4,112.22,RETURNED
10306,1084,2026-08-03,P038,6,222.64,COMPLETED
10307,1169,2026-08-16,P044,1,181.12,CANCELLED
10308,1004,2026-08-20,P028,6,357.11,COMPLETED
10309,1017,2026-08-14,P009,2,328.89,RETURNED
10310,1129,2026-08-16,P042,5,30.11,COMPLETED
10311,1007,2026-08-03,P044,8,415.45,CANCELLED
10312,1038,2026-08-19,P005,4,418.08,COMPLETED
10313,1133,2026-08-11,P038,3,277.16,RETURNED
10314,1148,2026-08-25,P016,7,76.13,COMPLETED
10315,1015,2026-08-25,P024,3,280.72,COMPLETED
10316,1099,2026-08-03,P004,6,33.19,RETURNED
10317,1039,2026-08-07,P042,2,289.77,CANCELLED
10318,1140,2026-08-02,P023,5,353.83,RETURNED
10319,1157,2026-08-19,P036,7,169.71,COMPLETED
10320,1004,2026-08-18,P039,5,143.45,COMPLETED
10321,1079,2026-08-18,P030,7,183.07,COMPLETED
10322,1165,2026-08-20,P004,3,453.19,COMPLETED
10323,1121,2026-08-09,P003,8,159.97,COMPLETED
10324,1008,2026-08-13,P047,7,85.06,COMPLETED
10325,1002,2026-08-27,P038,6,202.32,COMPLETED
10326,1093,2026-08-09,P001,7,437.09,COMPLETED
10327,1014,2026-08-05,P027,4,459.32,CANCELLED
10328,1111,2026-08-21,P004,6,431.28,COMPLETED
10329,1131,2026-08-01,P024,6,312.61,COMPLETED
10330,1125,2026-08-23,P035,8,219.82,RETURNED
10331,1064,2026-08-07,P038,8,290.74,COMPLETED
10332,1058,2026-08-20,P030,5,248.88,COMPLETED
10333,1084,2026-08-19,P010,1,355.42,COMPLETED
10334,1005,2026-08-23,P038,7,405.93,COMPLETED
10335,1070,2026-08-01,P032,3,233.23,COMPLETED
10336,1173,2026-08-25,P042,5,101.77,COMPLETED
10337,1162,2026-08-06,P038,2,59.35,COMPLETED
10338,1196,2026-08-05,P044,7,327.54,COMPLETED
10339,1162,2026-08-08,P036,8,230.51,COMPLETED
10340,1064,2026-08-26,P001,4,474.70,RETURNED
10341,1068,2026-08-18,P024,4,57.89,COMPLETED
10342,1197,2026-08-08,P001,8,271.67,COMPLETED
10343,1051,2026-08-10,P048,7,116.27,COMPLETED
10344,1040,2026-08-17,P024,8,139.49,CANCELLED
10345,1142,2026-08-11,P026,7,482.56,CANCELLED
10346,1086,2026-08-25,P036,1,376.48,COMPLETED
10347,1143,2026-08-02,P037,1,360.61,COMPLETED
10348,1084,2026-08-23,P031,4,276.79,COMPLETED
10349,1070,2026-08-02,P015,2,428.09,RETURNED
10350,1028,2026-08-23,P036,6,232.49,COMPLETED
10351,1183,2026-08-16,P018,8,314.29,RETURNED
10352,1136,2026-08-24,P034,2,401.56,COMPLETED
10353,1070,2026-08-12,P028,2,478.03,CANCELLED
10354,1117,2026-08-03,P006,6,133.74,COMPLETED
10355,1107,2026-08-01,P010,7,460.17,CANCELLED
10356,1093,2026-08-13,P019,7,272.80,COMPLETED
10357,1163,2026-08-22,P044,6,125.12,CANCELLED
10358,1128,2026-08-08,P028,8,466.27,CANCELLED
10359,1012,2026-08-12,P011,6,312.96,COMPLETED
10360,1034,2026-08-09,P015,5,462.15,RETURNED
10361,1098,2026-08-04,P028,7,98.69,COMPLETED
10362,1028,2026-08-17,P034,5,310.81,CANCELLED
10363,1042,2026-08-04,P036,5,198.61,RETURNED
10364,1086,2026-08-08,P035,7,116.78,COMPLETED
10365,1052,2026-08-22,P006,6,378.41,COMPLETED
10366,1051,2026-08-03,P023,4,47.84,CANCELLED
10367,1002,2026-08-04,P011,2,473.66,CANCELLED
10368,1077,2026-08-17,P020,5,242.66,CANCELLED
10369,1192,2026-08-27,P012,4,228.35,COMPLETED
10370,1098,2026-08-25,P005,2,246.47,RETURNED
10371,1044,2026-08-23,P023,7,283.21,RETURNED
10372,1134,2026-08-18,P018,6,336.48,COMPLETED
10373,1193,2026-08-04,P021,4,320.95,CANCELLED
10374,1079,2026-08-10,P029,1,268.58,COMPLETED
10375,1123,2026-08-01,P010,8,105.70,RETURNED
10376,1125,2026-08-21,P023,7,61.13,CANCELLED
10377,1147,2026-08-11,P004,8,247.70,CANCELLED
10378,1068,2026-08-04,P010,4,372.98,COMPLETED
10379,1153,2026-08-04,P021,2,257.96,COMPLETED
10380,1170,2026-08-11,P009,6,48.18,COMPLETED
10381,1132,2026-08-04,P028,6,461.73,COMPLETED
10382,1110,2026-08-10,P050,5,12.97,COMPLETED
10383,1167,2026-08-22,P043,8,33.50,CANCELLED
10384,1084,2026-08-09,P014,2,159.10,COMPLETED
10385,1006,2026-08-16,P007,6,423.14,COMPLETED
10386,1173,2026-08-13,P007,2,145.28,CANCELLED
10387,1090,2026-08-22,P031,5,496.93,COMPLETED
10388,1133,2026-08-07,P018,8,218.48,COMPLETED
10389,1019,2026-08-24,P041,2,108.79,CANCELLED
10390,1002,2026-08-17,P032,2,17.64,COMPLETED
10391,1027,2026-08-19,P043,6,246.14,COMPLETED
10392,1092,2026-08-12,P007,2,162.70,COMPLETED
10393,1199,2026-08-19,P013,6,170.18,RETURNED
10394,1010,2026-08-16,P030,4,197.99,COMPLETED
10395,1020,2026-08-20,P034,7,218.91,COMPLETED
10396,1134,2026-08-18,P034,5,128.21,COMPLETED
10397,1120,2026-08-13,P046,5,269.44,COMPLETED
10398,1155,2026-08-07,P003,1,413.36,CANCELLED
10399,1099,2026-08-01,P018,5,364.50,COMPLETED
10400,1170,2026-08-11,P001,1,125.69,CANCELLED
10401,1183,2026-08-22,P047,1,138.24,COMPLETED
10402,1132,2026-08-22,P031,1,260.70,COMPLETED
10403,1127,2026-08-07,P041,1,23.98,CANCELLED
10404,1117,2026-08-08,P012,3,405.81,COMPLETED
10405,1110,2026-08-07,P040,8,118.77,COMPLETED
10406,1038,2026-08-02,P042,5,417.26,CANCELLED
10407,1067,2026-08-02,P030,6,296.72,COMPLETED
10408,1037,2026-08-12,P011,4,170.41,CANCELLED
10409,1053,2026-08-25,P004,6,137.49,COMPLETED
10410,1197,2026-08-07,P020,8,445.43,COMPLETED
10411,1089,2026-08-04,P040,4,341.75,RETURNED
10412,1016,2026-08-14,P041,5,81.08,CANCELLED
10413,1157,2026-08-27,P036,1,360.36,RETURNED
10414,1066,2026-08-23,P001,8,86.60,COMPLETED
10415,1063,2026-08-03,P008,5,330.82,CANCELLED
10416,1156,2026-08-10,P040,2,397.65,COMPLETED
10417,1108,2026-08-23,P020,4,222.76,COMPLETED
10418,1074,2026-08-21,P012,3,352.09,CANCELLED
10419,1139,2026-08-02,P049,1,212.24,RETURNED
10420,1134,2026-08-22,P017,3,91.95,COMPLETED
10421,1158,2026-08-12,P013,8,308.52,RETURNED
10422,1077,2026-08-21,P024,6,462.66,RETURNED
10423,1017,2026-08-19,P042,3,86.25,CANCELLED
10424,1153,2026-08-09,P018,8,167.82,RETURNED
10425,1094,2026-08-15,P021,8,184.13,COMPLETED
10426,1052,2026-08-06,P035,6,497.67,COMPLETED
10427,1089,2026-08-14,P050,8,209.84,CANCELLED
10428,1001,2026-08-02,P006,4,49.34,COMPLETED
10429,1165,2026-08-05,P049,2,130.24,RETURNED
10430,1165,2026-08-16,P050,6,395.15,COMPLETED
10431,1189,2026-08-06,P033,2,157.64,COMPLETED
10432,1199,2026-08-27,P049,6,151.38,COMPLETED
10433,1130,2026-08-25,P034,8,151.38,COMPLETED
10434,1052,2026-08-20,P036,7,443.93,COMPLETED
10435,1074,2026-08-12,P014,3,192.11,COMPLETED
10436,1177,2026-08-20,P016,4,469.73,COMPLETED
10437,1126,2026-08-06,P013,2,182.47,COMPLETED
10438,1006,2026-08-26,P028,7,215.79,RETURNED
10439,1066,2026-08-24,P031,3,486.34,COMPLETED
10440,1107,2026-08-12,P007,8,391.96,COMPLETED
10441,1020,2026-08-18,P003,1,335.59,COMPLETED
10442,1027,2026-08-27,P046,1,89.54,COMPLETED
10443,1028,2026-08-07,P012,6,480.98,COMPLETED
10444,1058,2026-08-27,P009,7,302.19,COMPLETED
10445,1026,2026-08-05,P017,6,456.50,COMPLETED
10446,1161,2026-08-06,P009,7,411.23,CANCELLED
10447,1068,2026-08-24,P021,3,65.76,COMPLETED
10448,1010,2026-08-16,P018,2,174.68,COMPLETED
10449,1113,2026-08-04,P032,7,249.36,RETURNED
10450,1021,2026-08-17,P044,1,385.23,COMPLETED
10451,1026,2026-08-21,P014,6,383.16,COMPLETED
10452,1045,2026-08-14,P046,5,101.24,CANCELLED
10453,1069,2026-08-07,P027,6,184.11,RETURNED
10454,1184,2026-08-22,P025,1,111.74,RETURNED
10455,1088,2026-08-23,P029,4,52.41,COMPLETED
10456,1052,2026-08-19,P046,8,131.20,RETURNED
10457,1087,2026-08-04,P009,6,153.71,CANCELLED
10458,1200,2026-08-18,P011,8,224.15,CANCELLED
10459,1085,2026-08-01,P028,3,440.63,COMPLETED
10460,1157,2026-08-01,P049,4,17.13,RETURNED
10461,1021,2026-08-18,P039,7,259.33,COMPLETED
10462,1112,2026-08-01,P032,8,350.97,RETURNED
10463,1028,2026-08-13,P037,4,337.26,COMPLETED
10464,1175,2026-08-21,P030,5,285.36,COMPLETED
10465,1169,2026-08-13,P006,2,94.93,RETURNED
10466,1075,2026-08-23,P006,1,27.70,COMPLETED
10467,1084,2026-08-11,P034,2,252.28,CANCELLED
10468,1053,2026-08-07,P013,8,113.26,COMPLETED
10469,1199,2026-08-16,P038,1,73.98,RETURNED
10470,1129,2026-08-13,P028,7,481.77,RETURNED
10471,1023,2026-08-12,P025,5,114.14,COMPLETED
10472,1178,2026-08-03,P026,1,359.07,COMPLETED
10473,1158,2026-08-25,P017,2,159.30,CANCELLED
10474,1176,2026-08-07,P019,7,369.69,COMPLETED
10475,1113,2026-08-03,P032,1,176.56,COMPLETED
10476,1175,2026-08-22,P004,1,466.80,COMPLETED
10477,1011,2026-08-15,P036,6,290.90,RETURNED
10478,1157,2026-08-19,P029,6,278.52,RETURNED
10479,1077,2026-08-07,P014,6,435.15,COMPLETED
10480,1146,2026-08-06,P018,4,58.91,COMPLETED
10481,1182,2026-08-06,P036,2,92.72,CANCELLED
10482,1195,2026-08-02,P001,7,78.08,RETURNED
10483,1175,2026-08-17,P018,2,280.26,COMPLETED
10484,1078,2026-08-21,P048,2,165.31,COMPLETED
