product_id,product_name,category,subcategory,brand,unit_price,cost_price,currency,active_flag
PRD000047,Electronics Product 0047,Electronics,Standard,Zenith,1073.8,668.92,GBP,Y
PRD000048,Electronics Product 0048,Electronics,Standard,Orion,268.32,1729.54,GBP,Y
PRD000049,Sports Product 0049,Sports,Premium,Orion,444.46,940.58,GBP,Y
PRD000050,Beauty Product 0050,Beauty,Basic,Orion,1164.86,1486.85,GBP,Y
PRD000051,Grocery Product 0051,Grocery,Premium,Nova,700.93,813.09,USD,N
PRD000052,Beauty Product 0052,Beauty,Basic,Orion,844.31,891.27,USD,Y
PRD000053,Fashion Product 0053,Fashion,Premium,Vertex,1995.59,614.59,GBP,Y
PRD000054,Beauty Product 0054,Beauty,Premium,Zenith,2370.42,156.85,GBP,Y
PRD000055,Fashion Product 0055,Fashion,Basic,Apex,1728.07,1163.69,USD,Y
PRD000056,Electronics Product 0056,Electronics,Premium,Vertex,557.88,1246.14,USD,N
PRD000057,Grocery Product 0057,Grocery,Standard,Zenith,1329.65,767.63,GBP,Y
PRD000058,Grocery Product 0058,Grocery,Standard,Orion,680.94,454.77,INR,Y
PRD000059,Grocery Product 0059,Grocery,Premium,Zenith,2377.44,1243.22,INR,Y
PRD000060,Sports Product 0060,Sports,Standard,Vertex,1812.84,1757.96,GBP,N
PRD000061,Grocery Product 0061,Grocery,Premium,Apex,744.13,651.5,USD,Y
PRD000062,Sports Product 0062,Sports,Basic,Apex,689.41,1753.81,GBP,Y
PRD000063,Sports Product 0063,Sports,Premium,Orion,260.96,25.04,USD,Y
PRD000064,Fashion Product 0064,Fashion,Standard,Vertex,464.99,95.32,USD,Y
PRD000065,Electronics Product 0065,Electronics,Standard,Orion,189.84,1134.11,INR,Y
PRD000066,Home Product 0066,Home,Basic,Vertex,217.53,449.0,GBP,Y
PRD000067,Beauty Product 0067,Beauty,Basic,Zenith,568.09,942.06,USD,Y
PRD000068,Grocery Product 0068,Grocery,Basic,Orion,766.92,1118.99,GBP,Y
PRD000069,Home Product 0069,Home,Basic,Apex,665.29,148.89,INR,Y
PRD000070,Beauty Product 0070,Beauty,Premium,Apex,11.68,812.56,GBP,Y
PRD000071,Grocery Product 0071,Grocery,Premium,Apex,723.82,511.04,USD,Y
PRD000072,Sports Product 0072,Sports,Premium,Vertex,1970.63,1126.23,GBP,Y
PRD000073,Fashion Product 0073,Fashion,Premium,Zenith,565.9,270.73,USD,Y
PRD000074,Electronics Product 0074,Electronics,Premium,Apex,1982.61,1072.29,GBP,Y
PRD000075,Fashion Product 0075,Fashion,Premium,Orion,1723.25,1260.42,USD,Y
PRD000076,Beauty Product 0076,Beauty,Standard,Orion,205.7,74.63,USD,Y
PRD000077,Beauty Product 0077,Beauty,Standard,Nova,232.86,1731.55,GBP,N
PRD000078,Electronics Product 0078,Electronics,Basic,Vertex,1442.74,1374.31,INR,Y
PRD000079,Beauty Product 0079,Beauty,Basic,Orion,2290.6,329.14,GBP,Y
PRD000080,Sports Product 0080,Sports,Standard,Nova,1177.68,736.8,USD,Y
PRD000081,Home Product 0081,Home,Standard,Orion,1735.72,520.93,USD,Y
PRD000082,Electronics Product 0082,Electronics,Standard,Nova,789.72,583.92,USD,Y
PRD000083,Electronics Product 0083,Electronics,Basic,Zenith,1157.63,100.4,GBP,Y
PRD000084,Beauty Product 0084,Beauty,Standard,Orion,1901.18,368.79,GBP,Y
PRD000085,Grocery Product 0085,Grocery,Standard,Orion,307.96,1751.74,GBP,Y
PRD000086,Sports Product 0086,Sports,Premium,Vertex,1379.34,995.4,INR,Y
PRD000087,Electronics Product 0087,Electronics,Standard,Nova,1621.04,279.69,GBP,Y
PRD000088,Beauty Product 0088,Beauty,Basic,Vertex,1041.65,870.05,USD,Y
PRD000089,Fashion Product 0089,Fashion,Basic,Apex,962.05,1659.6,GBP,Y
PRD000090,Electronics Product 0090,Electronics,Standard,Orion,852.99,1418.53,USD,Y
PRD000091,Grocery Product 0091,Grocery,Basic,Vertex,2094.5,1045.12,GBP,Y
PRD000092,Home Product 0092,Home,Standard,Zenith,1213.43,600.39,GBP,Y
PRD000093,Fashion Product 0093,Fashion,Standard,Apex,2452.03,432.13,USD,Y
PRD000094,Fashion Product 0094,Fashion,Premium,Vertex,1863.04,1270.29,USD,Y
PRD000095,Sports Product 0095,Sports,Basic,Apex,1240.84,69.52,GBP,N
PRD000096,Grocery Product 0096,Grocery,Premium,Orion,253.78,1639.06,INR,Y
PRD000097,Fashion Product 0097,Fashion,Basic,Apex,191.7,1407.4,USD,Y
PRD000098,Beauty Product 0098,Beauty,Basic,Orion,1626.34,1533.62,GBP,Y
PRD000099,Fashion Product 0099,Fashion,Standard,Orion,2181.6,67.51,INR,Y
PRD000100,Sports Product 0100,Sports,Basic,Vertex,2493.58,1344.94,USD,Y
PRD000101,Sports Product 0101,Sports,Basic,Nova,1111.98,1250.12,INR,Y
PRD000102,Grocery Product 0102,Grocery,Premium,Vertex,899.37,776.94,INR,Y
PRD000103,Fashion Product 0103,Fashion,Basic,Apex,429.11,144.91,USD,N
PRD000104,Sports Product 0104,Sports,Premium,Orion,2282.51,260.18,USD,Y
PRD000105,Fashion Product 0105,Fashion,Standard,Nova,2247.78,839.06,USD,Y
PRD000106,Home Product 0106,Home,Premium,Orion,2363.36,1777.81,USD,Y
PRD000107,Sports Product 0107,Sports,Standard,Orion,2114.03,360.99,USD,Y
PRD000108,Electronics Product 0108,Electronics,Premium,Orion,1431.95,1035.94,GBP,Y
PRD000109,Electronics Product 0109,Electronics,Basic,Orion,689.83,1019.97,GBP,Y
PRD000110,Beauty Product 0110,Beauty,Basic,Orion,2082.93,1625.57,INR,N
PRD000111,Grocery Product 0111,Grocery,Premium,Apex,1554.12,1220.94,GBP,Y
PRD000112,Sports Product 0112,Sports,Premium,Nova,775.79,795.16,GBP,Y
PRD000113,Sports Product 0113,Sports,Premium,Nova,2274.52,590.11,USD,Y
PRD000114,Home Product 0114,Home,Premium,Zenith,2191.77,660.45,GBP,Y
PRD000115,Home Product 0115,Home,Standard,Orion,2418.62,533.37,USD,Y
PRD000116,Fashion Product 0116,Fashion,Premium,Apex,1886.61,408.43,GBP,Y
PRD000117,Beauty Product 0117,Beauty,Standard,Nova,1977.75,28.01,GBP,Y
PRD000118,Fashion Product 0118,Fashion,Standard,Vertex,1463.48,1480.88,USD,Y
PRD000119,Sports Product 0119,Sports,Premium,Orion,67.44,1591.97,GBP,Y
PRD000120,Beauty Product 0120,Beauty,Premium,Nova,1590.33,837.29,GBP,Y
PRD000121,Sports Product 0121,Sports,Standard,Nova,353.74,1703.43,USD,Y
PRD000122,Electronics Product 0122,Electronics,Premium,Apex,2218.71,246.79,USD,Y
PRD000123,Sports Product 0123,Sports,Basic,Zenith,1050.72,1336.86,INR,Y
PRD000124,Sports Product 0124,Sports,Premium,Orion,1541.05,1690.48,USD,Y
PRD000125,Sports Product 0125,Sports,Standard,Apex,1111.24,1711.15,USD,Y
PRD000126,Sports Product 0126,Sports,Standard,Zenith,2254.73,1161.75,INR,Y
PRD000127,Grocery Product 0127,Grocery,Premium,Nova,2372.78,1484.07,INR,Y
PRD000128,Sports Product 0128,Sports,Basic,Zenith,2427.88,93.89,USD,Y
PRD000129,Home Product 0129,Home,Basic,Apex,176.18,1377.99,INR,N
PRD000130,Home Product 0130,Home,Premium,Vertex,1937.05,1420.19,GBP,Y
PRD000131,Grocery Product 0131,Grocery,Premium,Apex,1352.84,1437.93,INR,Y
PRD000132,Home Product 0132,Home,Premium,Vertex,1976.01,430.56,USD,Y
PRD000133,Home Product 0133,Home,Standard,Nova,321.26,759.47,INR,Y
PRD000134,Fashion Product 0134,Fashion,Standard,Vertex,1285.53,198.97,GBP,Y
PRD000135,Beauty Product 0135,Beauty,Premium,Zenith,757.57,1159.08,INR,Y
PRD000136,Fashion Product 0136,Fashion,Standard,Orion,1716.81,884.01,USD,Y
PRD000137,Electronics Product 0137,Electronics,Standard,Zenith,375.09,229.77,GBP,N
PRD000138,Beauty Product 0138,Beauty,Basic,Vertex,955.36,1076.51,USD,Y
PRD000139,Beauty Product 0139,Beauty,Basic,Orion,252.45,1264.1,GBP,Y
PRD000140,Sports Product 0140,Sports,Premium,Orion,1131.63,413.6,USD,Y
PRD000141,Fashion Product 0141,Fashion,Standard,Nova,784.81,564.6,USD,Y
PRD000142,Home Product 0142,Home,Basic,Orion,172.5,1497.69,INR,Y
PRD000143,Electronics Product 0143,Electronics,Basic,Vertex,2030.36,1002.8,GBP,Y
PRD000144,Beauty Product 0144,Beauty,Standard,Nova,1029.97,1572.87,USD,Y
PRD000145,Grocery Product 0145,Grocery,Basic,Vertex,882.36,1041.52,INR,Y
PRD000146,Sports Product 0146,Sports,Standard,Apex,2118.95,632.15,GBP,Y
PRD000147,Electronics Product 0147,Electronics,Standard,Zenith,569.27,774.12,GBP,N
PRD000148,Beauty Product 0148,Beauty,Basic,Zenith,70.5,1672.56,GBP,Y
PRD000149,Electronics Product 0149,Electronics,Premium,Vertex,1758.23,558.25,USD,Y
PRD000150,Electronics Product 0150,Electronics,Premium,Apex,1417.97,723.21,INR,Y
PRD000151,Electronics Product 0151,Electronics,Basic,Zenith,541.76,757.44,USD,Y
PRD000152,Grocery Product 0152,Grocery,Standard,Vertex,1943.2,1022.97,INR,Y
PRD000153,Home Product 0153,Home,Premium,Zenith,129.16,149.6,USD,Y
PRD000154,Fashion Product 0154,Fashion,Basic,Orion,1038.39,390.38,GBP,Y
PRD000155,Grocery Product 0155,Grocery,Standard,Nova,711.7,1222.24,USD,Y
PRD000156,Sports Product 0156,Sports,Standard,Nova,555.19,1772.05,INR,Y
PRD000157,Home Product 0157,Home,Standard,Apex,1919.54,1376.2,USD,Y
PRD000158,Electronics Product 0158,Electronics,Premium,Orion,1868.8,318.72,USD,Y
PRD000159,Sports Product 0159,Sports,Premium,Zenith,1399.02,1203.48,USD,Y
PRD000160,Fashion Product 0160,Fashion,Basic,Nova,1093.37,829.18,INR,Y
PRD000161,Beauty Product 0161,Beauty,Standard,Zenith,1014.04,1153.33,USD,Y
PRD000162,Fashion Product 0162,Fashion,Premium,Vertex,433.82,1705.86,USD,Y
PRD000163,Electronics Product 0163,Electronics,Standard,Nova,612.07,1061.2,GBP,Y
PRD000164,Fashion Product 0164,Fashion,Standard,Vertex,557.82,1403.07,INR,Y
PRD000165,Sports Product 0165,Sports,Premium,Zenith,1277.33,1630.94,USD,Y
PRD000166,Sports Product 0166,Sports,Basic,Apex,594.49,266.16,INR,Y
PRD000167,Beauty Product 0167,Beauty,Premium,Nova,446.98,1391.81,USD,Y
PRD000168,Beauty Product 0168,Beauty,Basic,Orion,1704.43,1588.04,GBP,N
PRD000169,Grocery Product 0169,Grocery,Basic,Vertex,381.64,125.71,USD,Y
PRD000170,Grocery Product 0170,Grocery,Basic,Nova,883.1,136.32,USD,Y
PRD000171,Electronics Product 0171,Electronics,Premium,Vertex,2080.08,140.89,INR,N
PRD000172,Beauty Product 0172,Beauty,Basic,Orion,1159.47,999.11,GBP,Y
PRD000173,Fashion Product 0173,Fashion,Basic,Apex,807.21,857.71,INR,Y
PRD000174,Fashion Product 0174,Fashion,Premium,Vertex,2456.05,154.54,GBP,Y
PRD000175,Electronics Product 0175,Electronics,Premium,Orion,2477.51,944.75,GBP,Y
PRD000176,Grocery Product 0176,Grocery,Standard,Vertex,971.6,1394.71,GBP,N
PRD000177,Electronics Product 0177,Electronics,Basic,Vertex,169.45,172.83,GBP,Y
PRD000178,Grocery Product 0178,Grocery,Standard,Zenith,2183.83,602.05,GBP,Y
PRD000179,Grocery Product 0179,Grocery,Standard,Orion,326.73,1276.77,INR,Y
PRD000180,Beauty Product 0180,Beauty,Standard,Vertex,2033.9,1207.2,GBP,Y
PRD000181,Electronics Product 0181,Electronics,Basic,Orion,1273.68,35.76,USD,Y
PRD000182,Home Product 0182,Home,Standard,Orion,484.05,1799.96,INR,Y
PRD000183,Grocery Product 0183,Grocery,Premium,Zenith,1928.33,1503.71,GBP,Y
PRD000184,Sports Product 0184,Sports,Standard,Zenith,331.97,679.97,INR,Y
PRD000185,Sports Product 0185,Sports,Basic,Apex,1804.35,81.52,USD,Y
PRD000186,Fashion Product 0186,Fashion,Basic,Vertex,1882.22,1411.49,INR,Y
PRD000187,Home Product 0187,Home,Standard,Orion,2260.42,351.65,GBP,N
PRD000188,Fashion Product 0188,Fashion,Standard,Vertex,1946.42,906.72,USD,Y
PRD000189,Home Product 0189,Home,Basic,Apex,2183.14,96.77,USD,Y
PRD000190,Beauty Product 0190,Beauty,Premium,Zenith,2128.66,515.26,INR,Y
PRD000191,Fashion Product 0191,Fashion,Basic,Apex,2078.46,167.81,INR,Y
PRD000192,Grocery Product 0192,Grocery,Premium,Orion,137.88,905.11,INR,Y
PRD000193,Electronics Product 0193,Electronics,Standard,Apex,75.33,1675.69,GBP,Y
PRD000194,Home Product 0194,Home,Premium,Nova,720.76,1494.08,GBP,Y
PRD000195,Sports Product 0195,Sports,Standard,Orion,1540.29,1630.83,INR,Y
PRD000196,Home Product 0196,Home,Premium,Zenith,2350.86,1097.16,USD,Y
PRD000197,Grocery Product 0197,Grocery,Premium,Vertex,309.01,431.48,GBP,N
PRD000198,Fashion Product 0198,Fashion,Premium,Nova,2092.54,901.19,GBP,Y
PRD000199,Sports Product 0199,Sports,Basic,Zenith,608.64,261.01,USD,Y
PRD000200,Beauty Product 0200,Beauty,Standard,Apex,1428.81,339.6,GBP,Y
PRD000201,Beauty Product 0201,Beauty,Standard,Nova,2383.74,980.72,GBP,Y
PRD000202,Electronics Product 0202,Electronics,Standard,Orion,113.62,698.23,USD,Y
PRD000203,Sports Product 0203,Sports,Premium,Vertex,1972.36,622.61,GBP,Y
PRD000204,Beauty Product 0204,Beauty,Basic,Vertex,337.86,636.08,USD,Y
PRD000205,Sports Product 0205,Sports,Standard,Orion,1581.18,1461.26,INR,Y
PRD000206,Electronics Product 0206,Electronics,Standard,Apex,114.3,361.45,INR,Y
PRD000207,Grocery Product 0207,Grocery,Basic,Orion,2472.86,978.83,USD,Y
PRD000208,Sports Product 0208,Sports,Premium,Vertex,895.65,1406.17,GBP,Y
PRD000209,Grocery Product 0209,Grocery,Premium,Vertex,1095.19,721.84,USD,Y
PRD000210,Grocery Product 0210,Grocery,Premium,Orion,1731.71,663.12,GBP,Y
PRD000211,Electronics Product 0211,Electronics,Basic,Orion,201.92,1085.61,INR,Y
PRD000212,Grocery Product 0212,Grocery,Standard,Nova,204.77,1190.67,USD,Y
PRD000213,Beauty Product 0213,Beauty,Basic,Orion,420.78,800.7,USD,Y
PRD000214,Sports Product 0214,Sports,Standard,Zenith,2495.39,496.38,INR,Y
PRD000215,Sports Product 0215,Sports,Basic,Orion,911.46,1442.57,GBP,Y
PRD000216,Electronics Product 0216,Electronics,Premium,Zenith,1696.83,790.4,INR,Y
PRD000217,Home Product 0217,Home,Basic,Vertex,908.57,1709.19,INR,N
PRD000218,Home Product 0218,Home,Basic,Orion,2372.31,671.51,INR,N
PRD000219,Home Product 0219,Home,Basic,Vertex,998.09,1170.26,INR,Y
PRD000220,Electronics Product 0220,Electronics,Basic,Apex,1250.11,698.42,GBP,Y
PRD000221,Grocery Product 0221,Grocery,Standard,Orion,540.35,1102.54,GBP,Y
PRD000222,Home Product 0222,Home,Premium,Apex,2132.8,815.32,GBP,Y
PRD000223,Electronics Product 0223,Electronics,Basic,Vertex,1671.26,1278.04,GBP,Y
PRD000224,Grocery Product 0224,Grocery,Standard,Apex,1780.96,1669.4,GBP,Y
PRD000225,Grocery Product 0225,Grocery,Basic,Apex,307.8,364.16,INR,Y
PRD000226,Fashion Product 0226,Fashion,Premium,Vertex,1387.28,665.93,GBP,Y
PRD000227,Beauty Product 0227,Beauty,Premium,Nova,776.68,1799.27,GBP,Y
PRD000228,Beauty Product 0228,Beauty,Standard,Orion,2059.23,135.53,USD,Y
PRD000229,Fashion Product 0229,Fashion,Standard,Zenith,864.56,1580.69,GBP,N
PRD000230,Home Product 0230,Home,Premium,Orion,1259.65,1563.18,INR,Y
PRD000231,Home Product 0231,Home,Standard,Apex,409.11,1682.72,INR,Y
PRD000232,Beauty Product 0232,Beauty,Standard,Nova,630.26,1144.2,GBP,Y
PRD000233,Home Product 0233,Home,Basic,Vertex,1538.0,170.89,GBP,Y
PRD000234,Beauty Product 0234,Beauty,Basic,Apex,432.15,1125.19,GBP,Y
PRD000235,Beauty Product 0235,Beauty,Premium,Nova,207.65,1707.54,GBP,Y
PRD000236,Sports Product 0236,Sports,Premium,Zenith,1044.38,1151.27,USD,Y
PRD000237,Grocery Product 0237,Grocery,Basic,Vertex,1209.95,1449.02,GBP,Y
PRD000238,Grocery Product 0238,Grocery,Standard,Nova,1723.09,287.07,USD,Y
PRD000239,Fashion Product 0239,Fashion,Premium,Vertex,1518.62,564.71,GBP,Y
PRD000240,Sports Product 0240,Sports,Standard,Orion,331.26,668.86,GBP,Y
PRD000241,Grocery Product 0241,Grocery,Premium,Orion,310.69,810.92,INR,Y
PRD000242,Electronics Product 0242,Electronics,Standard,Orion,2161.09,754.39,INR,Y
PRD000243,Beauty Product 0243,Beauty,Basic,Vertex,478.64,289.34,GBP,Y
PRD000244,Fashion Product 0244,Fashion,Standard,Orion,62.82,1701.58,GBP,Y
PRD000245,Home Product 0245,Home,Premium,Zenith,885.47,93.82,USD,N
PRD000246,Sports Product 0246,Sports,Basic,Orion,717.94,17.69,INR,Y
PRD000247,Home Product 0247,Home,Standard,Vertex,1910.82,660.59,USD,Y
PRD000248,Beauty Product 0248,Beauty,Basic,Apex,909.5,521.62,USD,Y
PRD000249,Fashion Product 0249,Fashion,Basic,Vertex,2064.15,1122.97,GBP,Y
PRD000250,Home Product 0250,Home,Premium,Orion,936.13,1776.26,GBP,Y
PRD000251,Home Product 0251,Home,Premium,Zenith,1275.26,901.64,INR,Y
PRD000252,Home Product 0252,Home,Basic,Vertex,2010.89,936.24,INR,N
PRD000253,Beauty Product 0253,Beauty,Premium,Vertex,2328.76,575.4,USD,N
PRD000254,Sports Product 0254,Sports,Standard,Zenith,844.25,1491.44,GBP,Y
PRD000255,Sports Product 0255,Sports,Basic,Vertex,1189.86,32.9,USD,Y
PRD000256,Fashion Product 0256,Fashion,Basic,Vertex,1992.9,1306.41,GBP,Y
PRD000257,Beauty Product 0257,Beauty,Standard,Vertex,2417.84,1409.88,GBP,N
PRD000258,Home Product 0258,Home,Basic,Nova,1460.89,309.41,GBP,N
PRD000259,Fashion Product 0259,Fashion,Premium,Apex,83.77,1706.92,INR,Y
PRD000260,Electronics Product 0260,Electronics,Standard,Vertex,1049.86,745.09,INR,Y
PRD000261,Beauty Product 0261,Beauty,Basic,Orion,2182.68,1325.3,INR,Y
PRD000262,Beauty Product 0262,Beauty,Premium,Zenith,816.0,1193.02,GBP,Y
PRD000263,Grocery Product 0263,Grocery,Premium,Orion,2280.75,618.16,USD,Y
PRD000264,Beauty Product 0264,Beauty,Standard,Apex,2393.56,504.37,USD,Y
PRD000265,Grocery Product 0265,Grocery,Standard,Apex,1727.15,881.74,USD,Y
PRD000266,Beauty Product 0266,Beauty,Basic,Vertex,723.03,1033.54,GBP,Y
PRD000267,Fashion Product 0267,Fashion,Standard,Apex,729.68,519.87,GBP,Y
PRD000268,Grocery Product 0268,Grocery,Standard,Vertex,1869.61,387.53,GBP,Y
PRD000269,Beauty Product 0269,Beauty,Basic,Vertex,347.5,1109.37,GBP,Y
PRD000270,Home Product 0270,Home,Premium,Zenith,568.05,421.41,INR,Y
PRD000271,Grocery Product 0271,Grocery,Basic,Orion,255.86,1388.07,INR,Y
PRD000272,Home Product 0272,Home,Standard,Orion,1196.23,361.42,USD,Y
PRD000273,Grocery Product 0273,Grocery,Basic,Nova,2270.3,163.76,GBP,Y
PRD000274,Beauty Product 0274,Beauty,Basic,Nova,2283.51,317.59,INR,Y
PRD000275,Fashion Product 0275,Fashion,Standard,Apex,2341.84,1731.95,USD,Y
PRD000276,Electronics Product 0276,Electronics,Standard,Zenith,1508.94,1671.43,USD,Y
PRD000277,Fashion Product 0277,Fashion,Basic,Zenith,1313.17,1601.0,INR,Y
PRD000278,Fashion Product 0278,Fashion,Standard,Apex,2022.99,597.24,GBP,Y
PRD000279,Sports Product 0279,Sports,Standard,Apex,40.14,608.79,USD,N
PRD000280,Sports Product 0280,Sports,Premium,Apex,1529.33,1150.79,USD,Y
PRD000281,Beauty Product 0281,Beauty,Standard,Nova,1005.08,174.41,INR,Y
PRD000282,Grocery Product 0282,Grocery,Premium,Nova,655.66,426.23,USD,Y
PRD000283,Grocery Product 0283,Grocery,Basic,Zenith,33.53,1177.67,GBP,Y
PRD000284,Electronics Product 0284,Electronics,Basic,Nova,1166.16,290.01,GBP,Y
PRD000285,Sports Product 0285,Sports,Standard,Nova,1598.58,1693.32,USD,N
PRD000286,Home Product 0286,Home,Premium,Apex,1198.06,820.6,GBP,Y
PRD000287,Fashion Product 0287,Fashion,Basic,Zenith,2282.43,1363.96,GBP,Y
PRD000288,Home Product 0288,Home,Basic,Zenith,2183.47,150.12,USD,Y
PRD000289,Sports Product 0289,Sports,Standard,Nova,2293.53,204.64,GBP,Y
PRD000290,Home Product 0290,Home,Basic,Zenith,378.88,592.63,GBP,Y
PRD000291,Electronics Product 0291,Electronics,Basic,Apex,1793.71,881.42,GBP,Y
PRD000292,Electronics Product 0292,Electronics,Standard,Apex,1285.55,823.87,INR,Y
PRD000293,Fashion Product 0293,Fashion,Basic,Vertex,1809.58,714.52,INR,Y
PRD000294,Beauty Product 0294,Beauty,Premium,Nova,1062.12,1261.59,GBP,Y
PRD000295,Electronics Product 0295,Electronics,Standard,Nova,721.29,326.43,INR,Y
PRD000296,Grocery Product 0296,Grocery,Standard,Orion,2174.7,1632.46,USD,Y
PRD000297,Sports Product 0297,Sports,Basic,Zenith,336.81,1548.93,INR,Y
PRD000298,Beauty Product 0298,Beauty,Standard,Zenith,322.73,1761.77,INR,Y
PRD000299,Grocery Product 0299,Grocery,Standard,Zenith,1063.2,684.56,INR,Y
PRD000300,Fashion Product 0300,Fashion,Standard,Apex,692.75,1687.53,GBP,Y
PRD000301,Electronics Product 0301,Electronics,Basic,Orion,1539.23,1685.42,INR,Y
PRD000302,Home Product 0302,Home,Premium,Nova,1486.89,805.25,GBP,Y
PRD000303,Home Product 0303,Home,Basic,Nova,1008.65,424.11,INR,Y
PRD000304,Home Product 0304,Home,Basic,Vertex,589.23,1649.77,GBP,Y
PRD000305,Beauty Product 0305,Beauty,Basic,Vertex,596.08,1577.64,GBP,Y
PRD000306,Home Product 0306,Home,Standard,Vertex,691.51,1003.42,GBP,Y
PRD000307,Sports Product 0307,Sports,Basic,Orion,1391.85,87.25,USD,Y
PRD000308,Beauty Product 0308,Beauty,Standard,Orion,1023.61,541.9,INR,Y
PRD000309,Fashion Product 0309,Fashion,Premium,Apex,755.34,1274.52,USD,Y
PRD000310,Beauty Product 0310,Beauty,Standard,Orion,1395.43,243.96,INR,Y
PRD000311,Home Product 0311,Home,Standard,Nova,2305.95,1525.3,INR,Y
PRD000312,Sports Product 0312,Sports,Premium,Nova,674.81,1213.59,GBP,Y
PRD000313,Electronics Product 0313,Electronics,Premium,Zenith,1812.14,1007.25,USD,Y
PRD000314,Grocery Product 0314,Grocery,Standard,Nova,533.46,344.47,GBP,Y
PRD000315,Sports Product 0315,Sports,Standard,Apex,1740.59,1267.67,USD,Y
PRD000316,Beauty Product 0316,Beauty,Standard,Vertex,954.75,961.97,USD,Y
PRD000317,Grocery Product 0317,Grocery,Standard,Zenith,2207.62,840.41,GBP,Y
PRD000318,Grocery Product 0318,Grocery,Premium,Vertex,785.74,85.15,INR,Y
