order_id,customer_id,product_id,store_id,order_timestamp,quantity,unit_price,discount_amount,currency,order_status
ORD000000024,CUST0000690,PRD001635,STR0003,2026-01-18T04:19:00,5,96.59,88.68,GBP,COMPLETED
ORD000000025,CUST0005973,PRD000337,STR0049,2026-01-31T22:58:47,1,963.19,115.74,USD,CANCELLED
ORD000000026,CUST0001186,PRD000059,STR0038,2026-04-20T08:43:30,2,1163.74,394.89,USD,COMPLETED
ORD000000027,CUST0004120,PRD001022,STR0081,2026-01-09T14:30:03,3,1267.57,574.5,INR,COMPLETED
ORD000000028,CUST0001614,PRD000543,STR0057,2026-05-03T14:00:19,2,1863.8,681.45,GBP,RETURNED
ORD000000029,CUST0008865,PRD000207,STR0042,2026-05-12T04:41:39,5,2186.33,2183.74,USD,COMPLETED
ORD000000030,CUST0006990,PRD001255,STR0035,2026-02-03T14:31:27,5,2109.72,2454.75,GBP,COMPLETED
ORD000000031,CUST0004014,PRD000209,STR0038,2026-03-31T04:07:50,2,957.19,343.85,GBP,CANCELLED
ORD000000032,CUST0001831,PRD000542,STR0049,2026-06-27T02:40:28,6,840.8,226.82,INR,COMPLETED
ORD000000033,CUST0001859,PRD001716,STR0071,2026-07-18T22:55:04,4,1237.55,1058.21,GBP,COMPLETED
ORD000000034,CUST0002183,PRD001473,STR0053,2026-02-07T17:00:33,7,1069.22,941.82,INR,COMPLETED
ORD000000035,CUST0004483,PRD001454,STR0025,2026-04-24T10:45:47,5,124.57,62.47,GBP,COMPLETED
ORD000000036,CUST0002653,PRD000562,STR0081,2026-07-27T09:17:42,7,1428.42,1071.66,USD,COMPLETED
ORD000000037,CUST0009226,PRD000939,STR0010,2026-06-10T12:55:57,1,323.65,59.72,GBP,COMPLETED
ORD000000038,CUST0002060,PRD000494,STR0043,2026-03-05T04:32:47,5,1103.7,227.65,GBP,COMPLETED
ORD000000039,CUST0001567,PRD001254,STR0087,2026-05-15T19:14:43,1,1199.69,201.12,USD,COMPLETED
ORD000000040,CUST0008684,PRD000685,STR0010,2026-01-24T11:03:34,3,1424.17,416.06,USD,COMPLETED
ORD000000041,CUST0000866,PRD001300,STR0067,2026-01-29T05:26:27,5,579.32,83.96,GBP,CANCELLED
ORD000000042,CUST0009158,PRD001365,STR0089,2026-06-15T06:49:41,3,677.79,504.65,INR,COMPLETED
ORD000000043,CUST0004242,PRD001906,STR0024,2026-06-06T03:03:04,6,1483.38,1274.0,USD,RETURNED
ORD000000044,CUST0002089,PRD001204,STR0080,2026-06-02T10:19:48,6,1243.41,955.65,USD,COMPLETED
ORD000000045,CUST0008485,PRD001009,STR0096,2026-07-11T14:44:47,1,1227.23,6.43,GBP,CANCELLED
ORD000000046,CUST0003223,PRD001964,STR0017,2026-03-29T04:55:41,6,171.56,252.49,GBP,COMPLETED
ORD000000047,CUST0003471,PRD001131,STR0070,2026-05-25T16:53:55,2,603.88,84.55,USD,RETURNED
ORD000000048,CUST0009155,PRD000608,STR0078,2026-02-18T09:22:00,4,809.84,399.32,GBP,COMPLETED
ORD000000049,CUST0003475,PRD000640,STR0046,2026-07-07T17:37:52,8,1448.1,2447.79,GBP,COMPLETED
ORD000000050,CUST0006467,PRD000979,STR0049,2026-05-24T08:56:30,3,972.65,193.33,USD,RETURNED
ORD000000051,CUST0006523,PRD001126,STR0048,2026-05-03T22:35:04,5,2496.76,1378.47,USD,RETURNED
ORD000000052,CUST0005777,PRD001940,STR0069,2026-07-03T14:23:54,4,672.34,96.69,GBP,RETURNED
ORD000000053,CUST0004943,PRD001307,STR0055,2026-01-10T22:12:57,8,131.64,209.31,INR,COMPLETED
ORD000000054,CUST0005894,PRD001195,STR0097,2026-02-08T16:50:58,4,1705.36,485.54,INR,COMPLETED
ORD000000055,CUST0005017,PRD001357,STR0005,2026-06-19T13:02:37,6,2191.16,360.37,GBP,RETURNED
ORD000000056,CUST0004245,PRD000909,STR0074,2026-05-23T14:21:02,7,1636.33,1738.63,GBP,COMPLETED
ORD000000057,CUST0007268,PRD001536,STR0088,2026-07-29T16:32:24,4,1178.66,320.27,INR,COMPLETED
ORD000000058,CUST0000647,PRD000044,STR0096,2026-05-09T16:07:32,6,1720.59,461.58,GBP,RETURNED
ORD000000059,CUST0005544,PRD001165,STR0005,2026-01-14T21:52:16,7,826.83,414.15,GBP,COMPLETED
ORD000000060,CUST0007104,PRD000404,STR0045,2026-06-24T13:57:39,6,216.9,160.05,INR,COMPLETED
ORD000000061,CUST0001718,PRD001327,STR0065,2026-05-14T21:07:19,8,2178.81,2353.47,USD,COMPLETED
ORD000000062,CUST0009808,PRD001375,STR0029,2026-04-21T11:02:07,6,1680.25,2241.71,GBP,COMPLETED
ORD000000063,CUST0009805,PRD001182,STR0044,2026-01-19T14:22:41,2,314.13,81.62,GBP,COMPLETED
ORD000000064,CUST0008724,PRD001515,STR0009,2026-03-12T04:55:01,8,1629.05,2752.77,GBP,COMPLETED
ORD000000065,CUST0000490,PRD000980,STR0047,2026-05-18T08:58:07,1,147.15,8.87,USD,COMPLETED
ORD000000066,CUST0006567,PRD001218,STR0006,2026-07-29T10:19:54,3,415.68,227.84,USD,COMPLETED
ORD000000067,CUST0002120,PRD001670,STR0059,2026-04-11T09:58:56,5,562.25,382.11,GBP,COMPLETED
ORD000000068,CUST0009616,PRD000264,STR0049,2026-04-02T17:37:32,5,1692.86,2106.16,INR,CANCELLED
ORD000000069,CUST0002197,PRD000414,STR0055,2026-04-28T16:18:37,4,54.58,2.46,INR,CANCELLED
ORD000000070,CUST0005656,PRD001999,STR0010,2026-04-03T01:21:24,8,2189.8,2176.79,GBP,RETURNED
ORD000000071,CUST0005141,PRD001721,STR0010,2026-07-01T04:50:13,1,1886.9,317.32,GBP,CANCELLED
ORD000000072,CUST0004191,PRD000532,STR0092,2026-01-22T18:33:49,8,636.48,225.24,INR,RETURNED
ORD000000073,CUST0007935,PRD001993,STR0032,2026-02-01T02:25:46,5,150.38,18.24,GBP,COMPLETED
ORD000000074,CUST0006804,PRD001522,STR0068,2026-06-30T21:28:27,8,881.88,388.49,USD,CANCELLED
ORD000000075,CUST0007124,PRD001209,STR0072,2026-01-05T09:44:43,6,1864.28,2713.51,USD,COMPLETED
ORD000000076,CUST0007584,PRD001638,STR0092,2026-03-17T18:50:32,7,841.4,1258.95,INR,COMPLETED
ORD000000077,CUST0008539,PRD000678,STR0079,2026-02-23T01:57:06,4,81.04,18.13,GBP,CANCELLED
ORD000000078,CUST0008428,PRD000119,STR0021,2026-01-10T13:04:56,7,1218.62,1731.23,INR,COMPLETED
ORD000000079,CUST0002223,PRD000334,STR0057,2026-04-24T06:22:06,4,618.04,545.14,INR,RETURNED
ORD000000080,CUST0001005,PRD000410,STR0040,2026-01-21T00:22:40,8,2288.43,1262.2,GBP,COMPLETED
ORD000000081,CUST0008209,PRD001935,STR0090,2026-07-05T16:54:05,8,494.86,223.92,USD,COMPLETED
ORD000000082,CUST0005170,PRD001213,STR0052,2026-02-18T14:15:41,6,2356.26,1949.57,USD,CANCELLED
ORD000000083,CUST0009413,PRD000030,STR0045,2026-06-20T18:15:43,4,1362.76,59.81,INR,CANCELLED
ORD000000084,CUST0007976,PRD000781,STR0048,2026-07-13T18:31:17,7,1031.34,739.83,INR,CANCELLED
ORD000000085,CUST0007666,PRD000634,STR0099,2026-01-02T00:24:31,4,79.28,59.65,GBP,COMPLETED
ORD000000086,CUST0004394,PRD001229,STR0036,2026-06-11T15:48:08,4,1537.86,1375.4,GBP,COMPLETED
ORD000000087,CUST0004036,PRD001067,STR0025,2026-01-15T08:30:38,2,581.25,137.66,USD,COMPLETED
ORD000000088,CUST0008655,PRD001689,STR0042,2026-02-12T20:04:41,5,436.05,47.47,GBP,CANCELLED
ORD000000089,CUST0005432,PRD001102,STR0067,2026-04-03T15:36:04,6,1002.03,1052.44,USD,RETURNED
ORD000000090,CUST0004257,PRD001680,STR0056,2026-06-27T04:33:02,2,977.11,114.97,GBP,COMPLETED
ORD000000091,CUST0009971,PRD001803,STR0044,2026-04-02T05:58:45,5,824.89,93.66,INR,CANCELLED
ORD000000092,CUST0008131,PRD000776,STR0011,2026-06-14T10:28:47,6,385.93,222.93,USD,COMPLETED
ORD000000093,CUST0002865,PRD000872,STR0089,2026-02-05T06:36:10,7,1097.21,1515.52,USD,COMPLETED
ORD000000094,CUST0002138,PRD001924,STR0051,2026-05-29T17:03:40,7,355.39,258.2,INR,COMPLETED
ORD000000095,CUST0009472,PRD001553,STR0014,2026-01-01T11:37:48,8,15.91,23.82,USD,RETURNED
ORD000000096,CUST0003496,PRD000613,STR0024,2026-06-12T17:45:39,7,1024.6,981.87,INR,COMPLETED
ORD000000097,CUST0002653,PRD000998,STR0095,2026-02-05T07:33:54,4,898.35,637.01,USD,COMPLETED
ORD000000098,CUST0002513,PRD001762,STR0001,2026-01-23T20:42:40,2,2069.82,1003.85,USD,COMPLETED
ORD000000099,CUST0009895,PRD000888,STR0100,2026-03-17T12:51:24,5,2039.77,1602.89,GBP,COMPLETED
ORD000000100,CUST0001294,PRD000426,STR0037,2026-02-22T23:43:59,1,171.86,23.36,INR,CANCELLED
ORD000000101,CUST9999999,PRD001134,STR0099,2026-04-05T12:05:35,2,348.51,158.8,USD,RETURNED
ORD000000102,CUST0005108,PRD001642,STR0092,2026-07-10T02:34:10,6,1198.09,717.86,GBP,CANCELLED
ORD000000103,CUST0005709,PRD001638,STR0094,2026-01-08T22:08:32,1,496.85,20.75,GBP,CANCELLED
ORD000000104,CUST0001371,PRD000951,STR0061,2026-01-14T21:41:42,7,833.1,219.36,INR,COMPLETED
ORD000000105,CUST0007791,PRD001329,STR0054,2026-05-16T07:26:37,3,1459.79,939.06,INR,COMPLETED
ORD000000106,CUST0005753,PRD001458,STR0071,2026-03-04T03:25:01,4,576.59,348.71,USD,COMPLETED
ORD000000107,CUST0001284,PRD000864,STR0039,2026-04-26T18:32:27,4,1398.69,497.69,USD,CANCELLED
ORD000000108,CUST0000898,PRD000182,STR0031,2026-04-22T03:59:06,5,280.24,171.46,INR,COMPLETED
ORD000000109,CUST0008137,PRD000195,STR0040,2026-05-18T18:11:08,2,256.02,90.96,INR,CANCELLED
ORD000000110,CUST0005204,PRD001675,STR0079,2026-04-04T10:54:05,2,134.5,30.37,USD,RETURNED
ORD000000111,CUST0006161,PRD000906,STR0014,2026-03-27T10:49:30,3,70.94,9.66,GBP,COMPLETED
ORD000000112,CUST0005286,PRD001761,STR0034,2026-03-10T08:31:55,5,1276.77,234.84,GBP,RETURNED
ORD000000113,CUST0009366,PRD001002,STR0065,2026-05-21T22:53:57,7,2222.38,999.99,GBP,RETURNED
ORD000000114,CUST0004977,PRD000322,STR0085,2026-02-19T19:06:17,4,1440.46,943.67,GBP,COMPLETED
ORD000000115,CUST0002593,PRD001195,STR0092,2026-01-23T04:56:17,4,1572.57,340.87,INR,RETURNED
ORD000000116,CUST0008130,PRD000414,STR0016,2026-05-16T16:30:20,8,1225.53,2380.68,USD,COMPLETED
ORD000000117,CUST0003997,PRD001914,STR0075,2026-03-01T12:39:28,8,652.33,912.65,INR,COMPLETED
ORD000000118,CUST0004290,PRD001794,STR0004,2026-05-31T16:04:09,7,573.97,464.55,INR,RETURNED
ORD000000119,CUST0001655,PRD001753,STR0093,2026-05-09T18:13:39,7,1016.78,940.02,USD,CANCELLED
ORD000000120,CUST0000849,PRD000505,STR0038,2026-03-16T14:56:00,4,613.79,536.3,USD,CANCELLED
ORD000000121,CUST0008001,PRD000774,STR0072,2026-04-29T01:30:16,3,2005.16,14.53,USD,CANCELLED
ORD000000122,CUST0003401,PRD000598,STR0092,2026-01-09T09:34:41,1,498.28,23.55,GBP,COMPLETED
ORD000000123,CUST0005189,PRD001516,STR0046,2026-04-22T22:32:24,1,1960.21,185.21,GBP,COMPLETED
ORD000000124,CUST0000129,PRD000889,STR0073,2026-04-09T16:23:22,3,137.68,12.3,INR,COMPLETED
ORD000000125,CUST0002361,PRD000894,STR0028,2026-05-24T22:20:23,1,540.31,8.6,INR,COMPLETED
ORD000000126,CUST0006689,PRD000330,STR0078,2026-07-25T18:32:15,1,1405.56,225.37,GBP,CANCELLED
ORD000000127,CUST0003186,PRD000241,STR0074,2026-06-12T14:53:48,3,1520.05,119.39,INR,COMPLETED
ORD000000128,CUST0005637,PRD000455,STR0070,2026-04-13T15:18:09,8,889.84,347.19,GBP,COMPLETED
ORD000000129,CUST0008319,PRD001011,STR0087,2026-07-10T11:42:07,8,1495.85,2616.5,GBP,COMPLETED
ORD000000130,CUST0009044,PRD001588,STR0044,2026-03-18T14:30:23,4,1539.78,1374.38,INR,COMPLETED
ORD000000131,CUST0005146,PRD001243,STR0074,2026-07-18T09:17:31,8,1419.5,560.51,USD,RETURNED
ORD000000132,CUST0000587,PRD001579,STR0032,2026-02-24T20:11:03,4,2101.37,1875.89,GBP,COMPLETED
ORD000000133,CUST0008476,PRD001177,STR0048,2026-07-09T09:30:17,8,1820.03,2238.44,USD,COMPLETED
ORD000000134,CUST0008423,PRD000709,STR0049,2026-01-31T04:31:22,5,1840.33,276.25,USD,RETURNED
ORD000000135,CUST0009653,PRD001314,STR0095,2026-01-07T10:41:40,2,1967.54,813.45,INR,COMPLETED
ORD000000136,CUST0001317,PRD001092,STR0011,2026-06-01T01:25:24,2,1319.54,563.46,USD,COMPLETED
ORD000000137,CUST0009062,PRD001891,STR0069,2026-04-28T23:33:49,3,1423.63,944.37,INR,COMPLETED
ORD000000138,CUST0008011,PRD001376,STR0004,2026-05-15T02:21:09,1,99.66,21.91,USD,CANCELLED
ORD000000139,CUST0003299,PRD001173,STR0097,2026-03-05T18:02:16,8,631.2,827.2,GBP,CANCELLED
ORD000000140,CUST0006466,PRD000148,STR0076,2026-01-26T10:11:17,1,1486.93,195.61,INR,COMPLETED
ORD000000141,CUST0005975,PRD001922,STR0039,2026-02-14T01:02:52,4,409.58,115.88,GBP,COMPLETED
ORD000000142,CUST0007736,PRD000896,STR0095,2026-03-05T17:57:04,3,1776.57,328.25,INR,COMPLETED
ORD000000143,CUST0005976,PRD000214,STR0089,2026-01-17T09:03:14,7,2016.8,2602.49,INR,CANCELLED
ORD000000144,CUST0003727,PRD001142,STR0033,2026-05-02T21:48:08,2,2030.74,964.38,GBP,COMPLETED
ORD000000145,CUST0008550,PRD001523,STR0037,2026-07-06T14:23:42,4,1657.78,734.41,INR,COMPLETED
ORD000000146,CUST0002405,PRD001227,STR0086,2026-03-21T01:12:05,7,1712.88,610.07,GBP,RETURNED
ORD000000147,CUST0007961,PRD001349,STR0063,2026-03-26T10:43:41,1,2101.36,485.52,USD,RETURNED
ORD000000148,CUST0002161,PRD001113,STR0089,2026-03-05T06:12:15,1,1267.71,96.54,GBP,RETURNED
ORD000000149,CUST0008968,PRD001821,STR0086,2026-05-27T10:05:39,7,1452.5,681.39,INR,COMPLETED
ORD000000150,CUST0003121,PRD000845,STR0072,2026-07-24T14:41:48,7,650.9,129.6,GBP,COMPLETED
ORD000000151,CUST0001247,PRD001831,STR0001,2026-07-09T02:57:41,8,550.5,350.16,GBP,COMPLETED
ORD000000152,CUST0009138,PRD001515,STR0027,2026-03-26T15:03:22,3,1250.51,66.37,INR,COMPLETED
ORD000000153,CUST0009971,PRD000338,STR0050,2026-07-27T10:02:10,3,1539.46,294.01,USD,CANCELLED
ORD000000154,CUST0000838,PRD001968,STR0032,2026-06-16T22:06:06,7,807.92,17.79,GBP,COMPLETED
ORD000000155,CUST0006116,PRD000699,STR0086,2026-01-05T16:24:03,8,479.36,584.97,USD,CANCELLED
ORD000000156,CUST0007095,PRD001157,STR0095,2026-06-10T04:10:18,5,540.59,64.73,USD,COMPLETED
ORD000000157,CUST0000930,PRD000578,STR0049,2026-03-24T22:09:17,2,1996.05,305.93,USD,CANCELLED
ORD000000158,CUST0009936,PRD000995,STR0039,2026-02-02T17:06:21,5,178.96,93.54,USD,RETURNED
ORD000000159,CUST0004921,PRD001221,STR0008,2026-05-26T08:23:56,5,1787.8,1779.72,GBP,CANCELLED
ORD000000160,CUST0002824,PRD001554,STR0040,2026-03-22T05:55:51,1,1139.66,158.14,USD,COMPLETED
ORD000000161,CUST0003632,PRD001718,STR0082,2026-01-28T02:28:22,4,690.76,387.5,INR,COMPLETED
ORD000000162,CUST0007802,PRD000784,STR0019,2026-01-03T23:38:05,2,1081.33,208.05,INR,CANCELLED
ORD000000163,CUST0008861,PRD000610,STR0001,2026-03-21T01:01:43,4,2228.99,1626.25,GBP,CANCELLED
ORD000000164,CUST0003063,PRD000503,STR0083,2026-02-11T05:44:13,6,1699.98,172.63,INR,COMPLETED
ORD000000165,CUST0005015,PRD000309,STR0063,2026-04-26T06:41:21,7,1925.22,628.21,INR,CANCELLED
ORD000000166,CUST0008003,PRD001941,STR0011,2026-01-10T21:39:41,7,660.71,466.89,USD,COMPLETED
ORD000000167,CUST0007165,PRD001220,STR0078,2026-03-31T10:05:09,4,2001.31,1347.93,GBP,RETURNED
ORD000000168,CUST0008430,PRD000178,STR0072,2026-01-04T11:52:06,8,166.11,165.69,INR,CANCELLED
ORD000000169,CUST0003054,PRD001254,STR0093,2026-04-28T01:16:37,8,988.01,294.0,USD,COMPLETED
ORD000000170,CUST0004715,PRD001595,STR0020,2026-02-04T07:28:39,6,298.04,330.04,GBP,COMPLETED
ORD000000171,CUST0003007,PRD000589,STR0002,2026-07-22T10:53:43,5,1733.71,1130.49,USD,COMPLETED
ORD000000172,CUST0008963,PRD001539,STR0020,2026-02-05T18:47:53,4,257.3,246.64,USD,RETURNED
ORD000000173,CUST0008411,PRD000838,STR0086,2026-05-16T06:23:28,8,1931.77,3156.85,USD,COMPLETED
ORD000000174,CUST0003593,PRD000865,STR0007,2026-07-06T05:55:18,2,1832.69,459.71,USD,COMPLETED
ORD000000175,CUST0007789,PRD000556,STR0082,2026-05-24T08:06:29,2,1834.31,621.54,USD,COMPLETED
ORD000000176,CUST0009163,PRD001417,STR0071,2026-03-14T19:18:10,2,959.39,113.05,USD,RETURNED
ORD000000177,CUST0002981,PRD001505,STR0048,2026-07-02T10:39:48,3,2379.64,1282.89,USD,COMPLETED
ORD000000178,CUST0005939,PRD000821,STR0045,2026-02-01T20:24:15,6,2020.76,1447.94,INR,COMPLETED
ORD000000179,CUST0009326,PRD000103,STR0078,2026-05-22T05:55:11,4,655.16,0.41,GBP,COMPLETED
ORD000000180,CUST0006304,PRD001532,STR0099,2026-03-25T09:08:21,6,2477.39,743.01,INR,COMPLETED
ORD000000181,CUST0005196,PRD001183,STR0071,2026-02-09T11:51:53,3,1058.03,589.4,USD,RETURNED
ORD000000182,CUST0006982,PRD000275,STR0044,2026-01-25T01:54:36,6,1609.33,108.25,USD,RETURNED
ORD000000183,CUST0002758,PRD000839,STR0041,2026-01-11T07:03:56,7,2276.62,495.94,GBP,CANCELLED
ORD000000184,CUST0002165,PRD000432,STR0038,2026-02-28T11:33:01,4,1203.04,218.72,GBP,COMPLETED
ORD000000185,CUST0006549,PRD001972,STR0079,2026-01-05T00:05:31,5,1237.97,1012.08,USD,RETURNED
ORD000000186,CUST0008903,PRD001547,STR0060,2026-07-23T05:42:22,7,1263.96,1858.98,INR,COMPLETED
ORD000000187,CUST0005345,PRD000338,STR0028,2026-07-04T20:46:36,1,1437.59,311.97,USD,COMPLETED
ORD000000188,CUST0006763,PRD001884,STR0011,2026-07-22T04:12:25,5,845.82,383.2,INR,COMPLETED
ORD000000189,CUST0006421,PRD001019,STR0041,2026-04-06T11:44:41,2,2117.78,518.78,USD,COMPLETED
ORD000000190,CUST0002672,PRD001573,STR0082,2026-04-22T09:42:54,1,1940.41,407.29,INR,COMPLETED
ORD000000191,CUST0002027,PRD001425,STR0071,2026-06-10T00:18:47,7,2155.39,649.63,USD,RETURNED
ORD000000192,CUST0008926,PRD000911,STR0071,2026-04-19T07:25:41,7,605.11,607.58,INR,COMPLETED
ORD000000193,CUST0009281,PRD001577,STR0044,2026-06-30T18:57:39,1,762.51,181.53,USD,CANCELLED
ORD000000194,CUST0002482,PRD001821,STR0089,2026-04-10T10:04:01,6,1173.68,1394.52,GBP,RETURNED
ORD000000195,CUST0006094,PRD000539,STR0014,2026-01-31T11:19:14,1,650.71,24.73,INR,COMPLETED
ORD000000196,CUST0005940,PRD001849,STR0049,2026-03-15T13:21:08,1,1787.12,313.34,USD,COMPLETED
ORD000000197,CUST0006806,PRD000354,STR0028,2026-07-18T23:33:08,5,2115.95,1035.7,INR,RETURNED
ORD000000198,CUST0007608,PRD000252,STR0030,2026-05-12T05:30:53,7,1636.54,911.3,USD,RETURNED
ORD000000199,CUST0004864,PRD000504,STR0042,2026-06-18T13:55:41,7,1505.34,1033.76,USD,COMPLETED
ORD000000200,CUST0005265,PRD001218,STR0040,2026-07-23T08:20:28,5,1169.82,336.6,GBP,CANCELLED
ORD000000201,CUST0007480,PRD999999,STR0086,2026-04-26T16:44:15,8,1610.11,1172.12,GBP,CANCELLED
ORD000000202,CUST0000844,PRD001645,STR0055,2026-02-20T08:06:20,1,1632.79,56.58,USD,CANCELLED
ORD000000203,CUST0004030,PRD000667,STR0082,2026-02-06T23:05:47,8,228.73,182.91,USD,CANCELLED
ORD000000204,CUST0003667,PRD000863,STR0043,2026-06-29T02:26:58,3,1088.71,44.9,GBP,COMPLETED
ORD000000205,CUST0007792,PRD000527,STR0078,2026-03-04T04:19:38,5,2205.03,2612.47,INR,COMPLETED
ORD000000206,CUST0007147,PRD000297,STR0006,2026-04-20T18:23:24,4,1680.17,1541.0,GBP,COMPLETED
ORD000000207,CUST0000204,PRD001794,STR0068,2026-07-05T06:06:16,4,65.99,28.13,INR,COMPLETED
ORD000000208,CUST0001009,PRD000785,STR0097,2026-05-09T19:50:28,6,1407.47,1822.42,USD,COMPLETED
ORD000000209,CUST0008651,PRD001772,STR0047,2026-02-28T13:19:32,4,2271.11,1596.21,INR,COMPLETED
ORD000000210,CUST0008827,PRD000885,STR0041,2026-06-20T09:26:57,2,1751.56,430.79,INR,CANCELLED
ORD000000211,CUST0006289,PRD001008,STR0042,2026-03-17T00:07:26,4,68.99,4.13,GBP,RETURNED
ORD000000212,CUST0005218,PRD000651,STR0084,2026-07-11T03:29:11,8,836.6,518.17,GBP,RETURNED
ORD000000213,CUST0007077,PRD000449,STR0076,2026-07-29T00:32:28,5,1227.38,66.9,USD,CANCELLED
ORD000000214,CUST0002914,PRD000806,STR0025,2026-03-31T05:05:50,6,2236.85,1243.65,INR,COMPLETED
ORD000000215,CUST0007606,PRD000715,STR0057,2026-02-21T09:58:15,3,2498.55,883.51,USD,CANCELLED
ORD000000216,CUST0006667,PRD001335,STR0001,2026-01-19T08:57:16,1,570.63,15.14,USD,CANCELLED
ORD000000217,CUST0008732,PRD001128,STR0036,2026-04-23T17:54:49,4,239.06,34.37,INR,COMPLETED
ORD000000218,CUST0009219,PRD001383,STR0019,2026-05-07T19:34:54,4,164.65,157.73,GBP,COMPLETED
ORD000000219,CUST0003313,PRD001059,STR0010,2026-07-03T12:29:14,6,741.59,174.37,GBP,COMPLETED
ORD000000220,CUST0003463,PRD001762,STR0070,2026-06-28T19:44:01,3,1485.61,41.9,INR,COMPLETED
ORD000000221,CUST0000544,PRD000428,STR0043,2026-03-21T03:29:21,3,1017.77,682.83,USD,COMPLETED
ORD000000222,CUST0005138,PRD001048,STR0005,2026-03-24T23:15:57,6,2140.4,2649.14,INR,COMPLETED
ORD000000223,CUST0003533,PRD001976,STR0075,2026-02-02T14:11:39,5,753.01,892.29,USD,CANCELLED
ORD000000224,CUST0008667,PRD001559,STR0090,2026-01-08T22:44:58,8,1640.49,2979.88,GBP,COMPLETED
ORD000000225,CUST0009044,PRD001328,STR0048,2026-02-24T03:30:22,3,1739.26,487.59,INR,CANCELLED
ORD000000226,CUST0002964,PRD000707,STR0039,2026-06-03T21:54:43,4,961.97,484.71,GBP,COMPLETED
ORD000000227,CUST0001383,PRD000936,STR0088,2026-01-30T22:56:25,1,576.34,36.25,GBP,RETURNED
ORD000000228,CUST0008635,PRD001384,STR0060,2026-05-06T01:03:26,5,243.23,277.98,GBP,CANCELLED
ORD000000229,CUST0007463,PRD001025,STR0009,2026-05-20T13:52:44,4,1974.05,1034.06,USD,COMPLETED
ORD000000230,CUST0008677,PRD001569,STR0012,2026-05-31T16:35:47,4,553.21,166.66,INR,COMPLETED
ORD000000231,CUST0003348,PRD000709,STR0094,2026-06-18T21:40:38,8,510.63,83.51,USD,COMPLETED
ORD000000232,CUST0007902,PRD000913,STR0077,2026-07-25T05:23:13,5,229.96,48.5,USD,RETURNED
ORD000000233,CUST0000415,PRD001869,STR0074,2026-06-10T11:31:23,4,2321.75,1910.17,INR,COMPLETED
ORD000000234,CUST0008490,PRD000267,STR0096,2026-04-22T13:48:41,6,2377.49,3353.28,GBP,COMPLETED
ORD000000235,CUST0004396,PRD000584,STR0099,2026-06-18T18:19:45,2,2213.81,659.47,INR,RETURNED
